Year,Type,Subtype,Name,Country,Location
2014,Drought,Drought,,Thailand,"Ang Thong, Bangkok, Buriram, Chachoengsao, Chainat, Chaiyaphum, Chanthaburi, Chiang Mai, Chiang Rai, Chonburi, Chumphon, Kalasin, Kampaeng Phet, Kanchanaburi, Khon Kaen, Krabi, Lampang, Lamphun, Loei, Lopburi, Mae Hong Son, Maha Sarakham, Mukdahan, Nakhon Nayok, Nakhon Pathom, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nakhon Si Thammarat, Nan Narathiwat, Nong Khai, Nonthaburi, Pathum Thani, Pattani, Phangnga, Phatthalung, Phayao, Phetchabun, Phetchaburi, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Phuket, Prachuap Khilikhan, Ranong, Ratchaburi, Rayong, Roi Et, Sakon Nakhon, Samut Prakarn, Samut Sakhon, Samut Songkham, Saraburi, Satun, Si Saket, Singburi, Songkhla, Sukhothai, Suphanburi, Surat Thani, Surin, Tak, Trad, Trang, Uthai Thani, Uttaradit, Yala, Yasothon, Amnat Charoen, Nong Bua Lamphu, Phachinburi, Sa Kaeo, Ubon Ratchathani, Udon Thani provinces"
2015,Drought,Drought,,Thailand,42 provinces. 28 provinces in the North and Northeast
2019,Drought,Drought,,Thailand,"North, Northeastern, Central Plains "
2007,Drought,Drought,,Timor-Leste,"Aileu, Ainaro, Baucau, Ermera, Liquica, Manatuto, Manufahi provinces"
2016,Drought,Drought,,Timor-Leste,"Baucau, Lautem, Viqueque provinces"
1971,Drought,Drought,,Togo,Countrywide
1980,Drought,Drought,,Togo,
1989,Drought,Drought,,Togo,"Tone, Oti prectures"
2015,Drought,Drought,,Tonga,"Vava'u, Ha'apai, Tongatapu, Niuafo'ou, Niuatoputapu"
2010,Drought,Drought,,Trinidad and Tobago,"Arima, Chaguanas, Couva/Tabaquite/Talparo, Diego Martin, Penal/Debe, Point Fortin, Port Of Spain, Princes Town, Rio Claro/Mayaro, San Fernando, San Juan/Laventille, Sangre Grande, Siparia, Tobago, Tunapuna/Piarco provinces"
1977,Drought,Drought,,Tunisia,"South, Central regions"
1988,Drought,Drought,,Tunisia,
2011,Drought,Drought,,Tuvalu,Nukulaelae Isl. Funati Islands
2021,Drought,Drought,,Tuvalu,"Funafuti with Nukufetau (central); Nanumea, Nanumaga, Niutao, Nui, Vaitupu (northern) "
1967,Drought,Drought,,Uganda,Karamoja
1979,Drought,Drought,,Uganda,Karamoja
1987,Drought,Drought,,Uganda,"Karamoja, Northwestern"
1998,Drought,Drought,,Uganda,
1999,Drought,Drought,,Uganda,"Abim, Amudat, Kaabong, Kotido, Moroto, Nakapiripirit, Napak provinces"
2002,Drought,Drought,,Uganda,"Kaabong, Kotido, Abim, Moroto, Nakapiripirit provinces (Karamoja region)"
2005,Drought,Drought,,Uganda,"Rupa, Nadunget subcounties (Moroto province); Nyakwae subcounty (Abim province); Kalapata city (Dodoth district, Kaabong province) (Karamoja region)"
2008,Drought,Drought,,Uganda,"Nakapiripit, Kodito, Abim provinces (Karamoja region, North-East)"
2010,Drought,Drought,,Uganda,"Kaabong, Kotido, Abim, Moroto, Nakapiripirit provinces (Karamoja region)"
2012,Drought,Drought,,Ukraine,Amury city (Odes'ka province)
1933,Drought,Drought,,United States of America (the),Great Plains
1988,Drought,Drought,,United States of America (the),
1991,Drought,Drought,,United States of America (the),California
1991,Drought,Drought,,United States of America (the),"Pennsylvania, Maryland"
1999,Drought,Drought,,United States of America (the),"Kentucky, Maryland, Ohio, Pennsylvania, Virginia , West Virginia"
2000,Drought,Drought,,United States of America (the),Wyoming province
2000,Drought,Drought,,United States of America (the),"South Carolina, Georgia, Alabama, Florida, Louisiana, Texas provinces"
2002,Drought,Drought,,United States of America (the),"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin provinces"
2007,Drought,Drought,,United States of America (the),"California, Georgia, Maryland provinces"
2011,Drought,Drought,,United States of America (the),"Texas, Oklahoma, New Mexico, Arizona, Kansas, Louisiana provinces"
2012,Drought,Drought,,United States of America (the),"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin provinces"
2012,Drought,Drought,,United States of America (the),"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Arizona, California, Colorado, Nevada, New Mexico, Oklahoma, Texas, Utah provinces"
2014,Drought,Drought,,United States of America (the),San Joaquin district (California province)
2015,Drought,Drought,,United States of America (the),"California, Nevada, Oregon, Washington, Idaho, Montana, Utah, Arizona provinces"
2017,Drought,Drought,,United States of America (the),"Upper Midwest, Northern Rockies and parts of the West; North Dakota, South Dakota and Montana."
2018,Drought,Drought,,United States of America (the),Nationwide
2020,Drought,Drought,,United States of America (the),West and central states
1999,Drought,Drought,,Uruguay,"Artigas, Salto, Paysandu, Rio Negro, Cerro Largo, Tacuarembo, Rivera Departments"
2018,Drought,Drought,,Uruguay,"Tacuarembó, Salto, Durazno, Artigas, Paysandú, Rivera, Río Negro, Florida, Treinta y Tres, Maldonado, Cerro Largo, Colonia"
2000,Drought,Drought,,Uzbekistan,"Karakalpakstan, Khorezm provinces"
2009,Drought,Drought,,Venezuela (Bolivarian Republic of),"Amazonas, Anzoategui, Apure, Aragua, Barinas, Bolivar, Carabobo, Cojedes, Delta Amacuro, Dependencias Federales, Falcon, Guarico, Lara, Merida, Miranda, Monagas, Nueva Esparta, Portuguesa, Sucre, Tachira, Trujillo, Yaracuy, Zulia, Vargas, Distrito Capital provinces"
1987,Drought,Drought,,Viet Nam,Northern Provinces
1997,Drought,Drought,,Viet Nam,"Quang Tri, Quang Binh, Quang Ngai, Quang Nam, Ha Tinh, Nghe An, Binh Dinh, Gia Lai, Kon Tun provinces"
1999,Drought,Drought,,Viet Nam,Central - North regions
2002,Drought,Drought,,Viet Nam,"An Giang, Kien Giang, Long An provinces "
2005,Drought,Drought,,Viet Nam,Ben Tre province
2015,Drought,Drought,,Viet Nam,"An Giang, Ba Ria-Vung Tau, Ben Tre, Binh Dinh, Binh Duong, Binh Phuoc, Binh Thuan, Can Tho city, Dak Lak, Dak Nong, Dong Nai, Dong Thap, Gia Lai, Hau Giang, Ho Chi Minh City, Khanh Hoa, Kon Tum, Lam Dong, Long An, Ninh Thuan, Phu Yen, Quang Nam, Quang Ngai, Soc Trang, Tay Ninh, Tien Giang, Tra Vinh, Vinh Long provinces"
2019,Drought,Drought,,Viet Nam,"Long An, Tien Giang, Ben Tre, Dong Thap, Vinh Long, Tra Vinh, Soc Trang, An Giang, Kien Giang, Hau Giang, Bac Lieu, Ca Mau, Can Tho city"
1969,Drought,Drought,,Yemen Arab Rep,"Taiz-Torba, Tihama"
1977,Drought,Drought,,Yemen Arab Rep,
1975,Drought,Drought,,Yemen P Dem Rep,
1977,Drought,Drought,,Yemen P Dem Rep,
1990,Drought,Drought,,Yugoslavia,Central (Serbia)
1981,Drought,Drought,,Zambia,"south, west and central"
1983,Drought,Drought,,Zambia,"south, west, central"
1990,Drought,Drought,,Zambia,
1995,Drought,Drought,,Zambia,"Southern, Western, Central & Eastern Lusaka Provinces"
2005,Drought,Drought,,Zambia,"Southern, Western provinces"
2019,Drought,Drought,,Zambia,"Southern, Western and parts of Lusaka, Eastern and Central provinces"
1981,Drought,Drought,,Zimbabwe,"central, south east and west"
1990,Drought,Drought,,Zimbabwe,
1998,Drought,Drought,,Zimbabwe,Southern (Matabeleland)
2001,Drought,Drought,,Zimbabwe,"Kwekwe, Gokwe South, Zvishavane, Shurugwi, Gweru, Mberengwa, Gokwe North districts (Midlands province), Mvuma city (Chirumhanzu district, Midlands province), Chipinge district (Manicaland province), Gwanda, Umzingwane, Matobo districts (Matabeleland South province), Chiredzi, Chivi, Masvingo districts (Masvingo province), Hwange, Tsholotsho districts (Matabeleland North province), Kariba district (Mashonaland West province), Guruve district (Mashonaland Central province)"
2007,Drought,Drought,,Zimbabwe,"Masvingo, Matabeleland North, Matabeleland South, Midlands, Manicaland, Mashonaland Central, Mashonaland East, Mashonaland West provinces"
2010,Drought,Drought,,Zimbabwe,"Manicaland, Mashonaland Central, Mashonaland East, Mashonaland West, Masvingo, Matabeleland North, Matabeleland South, Midlands provinces"
2013,Drought,Drought,,Zimbabwe,"Manicaland, Masvingo, Matabeleland North, Matabeleland South, Mashonaland Central, Midlands provinces"
2017,Drought,Drought,,Zimbabwe,
