Year,Type,Subtype,Name,Country,Location
2012,Drought,Drought,,Moldova (the Republic of),"Falesti district (Balti province), Vulcanesti district (Cahul province), Chisinau, Criuleni, Ialoveni districts (Chisinau province), Ciadir-Lunga district (Gagauzia province), Basarabeasca district (Lapusna province), Orhei, Rezina, Telenesti districts (Orhei province), Ungheni district (Ungheni province)"
2000,Drought,Drought,,Mongolia,"Guulin town (Delger district, Govi-Altai province), Galshir district (Xentii province), Ider district (Zavxan province), Mo'st, Manxan, Bulgan, U'yench district (Xovd province), Bugat, Jargalan districts (Govi-Altai province), Bogd, Jinst, Baacagaan, Bayan-O'ndor districts (Bayanxongor province), Bayandelger, Tu'vshinshiree, Uulbayan, Asgat districts (Su'xbaatar province), Dornogovi, Dundgovi, O'mnogovi provinces"
1966,Drought,Drought,,Morocco,
1971,Drought,Drought,,Morocco,
1983,Drought,Drought,,Morocco,
1984,Drought,Drought,,Morocco,South
1999,Drought,Drought,,Morocco,Tiznit
1979,Drought,Drought,,Mozambique,"Nampula (North province), Cabo Delgado, Nampula, Tete, Manica provinces"
1981,Drought,Drought,,Mozambique,"South, Central, Maputo, Gaza, Inhambane, Manica, Sofala, Zambezi"
1987,Drought,Drought,,Mozambique,Inhambane province
1990,Drought,Drought,,Mozambique,Center
1998,Drought,Drought,,Mozambique,"Maputo, Gaza, Inhame (south)"
2001,Drought,Drought,,Mozambique,Inhambane province
2001,Drought,Drought,,Mozambique,"Maputo, Gaza, Inhambane, Sofala, Tete, Zambezia provinces"
2003,Drought,Drought,,Mozambique,"Magoe, Zumbu, Cahora Bassa, Changara, Moatize, Chiuta, Mutarara districts (Tete province)"
2005,Drought,Drought,,Mozambique,"Maputo, Gaza, Inhambane, Manica, Sofala, Zambezia, Tete provinces"
2007,Drought,Drought,,Mozambique,"Gaza, Inhambane, Manica, Sofala, Maputo provinces (Centre and south of the country)"
2008,Drought,Drought,,Mozambique,"Maputo, Gaza, Inhambane, Manica, Sofala, Tete provinces "
2010,Drought,Drought,,Mozambique,"Maputo, Inhambane, Gaza provinces (South)"
2016,Drought,Drought,,Mozambique,"Magude, Manhiça districts (Maputo province), Massingir, Chibuto, Mabalane districts (Gaza province), Funhaloro, Panda, Govuro districts (Inhambane province), Sofala, Tete"
2020,Drought,Drought,,Mozambique,
1981,Drought,Drought,,Namibia,
1990,Drought,Drought,,Namibia,"Kavango, Ovambo regions (North)"
1995,Drought,Drought,,Namibia,
1998,Drought,Drought,,Namibia,
2001,Drought,Drought,,Namibia,"Otjovanatje, Otjorute, Okapundja, Otjekwa, Okaurukwa locations (Ruacana district, Omusati province)"
2002,Drought,Drought,,Namibia,"Otjozondjupa, Oshikoto, Oshana, Omusati, Ohangwena, Kunene, Kavango, Caprivi provinces (North)"
2013,Drought,Drought,,Namibia,"Kavango, Ohangwena, Oshikoto, Kunene provinces"
2015,Drought,Drought,,Namibia,"Erongo, Hardap, Karas, Kunene provinces (South and Western part of the country)"
2018,Drought,Drought,,Namibia,"Hardap, Kavango East, Khomas, Kunene, Ohangewna, Omusati, Omaheke, Zambezi "
1964,Drought,Drought,,Nepal,Mountain areas
1967,Drought,Drought,,Nepal,Western Montain
1972,Drought,Drought,,Nepal,Hill area
1979,Drought,Drought,,Nepal,
2006,Drought,Drought,,Nepal,"Mid Western, Far Western provinces"
2009,Drought,Drought,,Nepal,"Far Western, Mid Western provinces"
1992,Drought,Drought,,New Zealand,
2013,Drought,Drought,,New Zealand,"Auckland, Bay of Plenty, East Cape, Hawke's Bay, Northland, Taranaki, Waikato, Wanganui-manawatu, Wellington provinces (North Island)"
1994,Drought,Drought,,Nicaragua,Western provinces
1997,Drought,Drought,,Nicaragua,"Mozonte, Ocotal, Santa Maria de Macuelito, San Lucas, Somoto, Yalaguina, Achuapa, Santa Rosa del Penon, Palacaguina, Totogalpa, San Juan de Limay, San Nicolas, Larreynaga, El Sauce, El Jicaral, San Francisco, San Pedro, Villanueva, Santo Tomas, Somototill"
2000,Drought,Drought,,Nicaragua,"Atlantico Norte, Jinotega, Nueva Segovia provinces"
2001,Drought,Drought,,Nicaragua,"Nueva Segovia, Madriz, Esteli, Leon, Chinandega, Carazo, Boaco, Jinotega, Matagalpa provinces"
2014,Drought,Drought,,Nicaragua,"Atlantico Norte, Atlantico Sur, Boaco, Carazo, Chinandega, Chontales, Esteli, Granada, Jinotega, Leon, Madriz, Managua, Masaya, Matagalpa, Nueva Segovia, Rio San Juan, Rivas provinces"
2018,Drought,Drought,,Nicaragua,
1903,Drought,Drought,,Niger (the),Tahoua area
1906,Drought,Drought,,Niger (the),"Birni N'konni, Madoua, Tahoua"
1910,Drought,Drought,,Niger (the),Zinder department
1940,Drought,Drought,,Niger (the),
1966,Drought,Drought,,Niger (the),"East, Middle-East regions"
1980,Drought,Drought,,Niger (the),
1988,Drought,Drought,,Niger (the),"Niamey, Maradi, Zinder, Diffa departments"
1990,Drought,Drought,,Niger (the),Countrywide
1997,Drought,Drought,,Niger (the),
2001,Drought,Drought,,Niger (the),"Ibanka, Rouafi I, Rouafi II, Chinagamane villages (Filingue district, Tillaberi province), Sabara I (Dogondoutchi district, Dosso province), Sabara II (Niamey province), Ayawa (Ouallam district, Tillaberi province), Kabefo (Tillaberi district, Tillaberi province), Dinkihmi villages (not found). "
2005,Drought,Drought,,Niger (the),"Tillaberi, Tahoua, Diffa, Zinder, Maradi provinces"
2009,Drought,Drought,,Niger (the),"Agadez, Diffa, Dosso, Maradi, Tahoua, Tillaberi, Zinder, Niamey provinces"
2011,Drought,Drought,,Niger (the),"Diffa, N'Guigmi districts (Diffa province); Dogondoutchi, Loga districts (Dosso province); Aguie, Guidan Roumji, Madarounfa, Mayahi districts (Maradi province); Bouza, Illela, Birni N'konni, Madaoua districts (Tahoua province); Filingue, Ouallam, Tera, Tillaberi (Tillaberi); Goure, Matamey, Tanout (Zinder)"
2015,Drought,Drought,,Niger (the),"NO DATA: all provinces have been selected: Maradi, Niamey, Tahoua, Tillaberi, Zinder provinces"
2017,Drought,Drought,,Niger (the),"Bosso, Diffa, Goudoumaria, Mainé-Soroa, N’Gourti, Loga, Ouallam, Bani-Bangou, Abala, Mayahi, Guidan-Roumji, Tanout, Kaniche"
2020,Drought,Drought,,Niger (the),"Diffa, Tahoua, Zinder, Maradi, Agadez, Tillabéri regions"
1981,Drought,Drought,,Nigeria,"North, central, south"
1999,Drought,Drought,,Pakistan,"Thar, Kohistan, Kachoo (Sindh province), Lasbela, Kharan, Chaghi, Loralai,Zhob, Khuzdar, Kalat, Killa Saifullah, Pshin districts (Baluchistan Province)"
2019,Drought,,,Pakistan,"Thatta, Dadu, Sanghar, Tharparkar, Umerkot, Kambar Shadadkot, Jamshoro, Badin distrcits (Sindh province ); Pishin, Killa Abdullah, Noshki, Chaghi, Kharan, Washuk, Panjgur, Kech, Jhal Magsi, Awaran, Zhob, Jaffarabad, Barkhan, Quetta, Killah Saifullah, Kohlu, Naseerabad, Kachhi districts (Balochistan province)"
2015,Drought,Drought,,Palau,
1983,Drought,Drought,,Panama,Panama city
2013,Drought,Drought,,Panama,"Coclé, Veraguas, Los santos, Herrera provinces"
2015,Drought,Drought,,Panama,"Coclé, Colón, Kuna Yala, Herrera, Los Santos, Panamá, Bocas del Toro, Chiriquí, Darién, Emberá, Ngöbe Buglé, Veraguas provinces"
2018,Drought,Drought,,Panama,
1980,Drought,Drought,,Papua New Guinea,"Enga, Western highlands, Southern higlands"
1997,Drought,Drought,,Papua New Guinea,"Milne Bay, Morobe, Madang, East "
2015,Drought,Drought,,Papua New Guinea,"Kandep district (Enga province), Sirunki city (Lagaip district, Enga province), Mendi, Ialibu, Pangia districts (Southern Highlands province), Tambul district (Western Highlands province), Menyamya district (Morobe province); Kundiawa, Gembogl, Sinasina(-Yongomugl), Gumine, Chuave, Kerowagi, Karimui (-Nomane) districts (Chimbu province), Henganofi, Goroka (Unggai-Bena) districts (Eastern Highlands province), Rabaul, Kokopo districts (East New Britain province), Goilala district (Central province), Manus province"
1963,Drought,Drought,,Paraguay,Chaco region
1983,Drought,Drought,,Paraguay,
1999,Drought,Drought,,Paraguay,"Concepcion, San Pedro Department, Alto Paraguay, Boqueon, Presidente Hayes"
2005,Drought,Drought,,Paraguay,"Presidente Hayes, Boqueron, Alto Paraguay provinces"
2008,Drought,Drought,,Paraguay,"Filadelfia, Loma Plata, Mariscal Estigarribia towns (Mcal. Estigarribia district, Boqueron province), Alto Paraguay, Presidente Hayes provinces"
2009,Drought,Drought,,Paraguay,"Boqueron, Presidente Hayes, Alto Paraguay, Concepción, Neembucú provinces"
2012,Drought,Drought,,Paraguay,"Concepcion, San pedro, Cordillera, Guaira, Caaguazu, Caazapa, Itapua, Misiones, Paraguari, Alto Parana, Central, Neembucu, Amambay, Canindeyu provinces"
2013,Drought,Drought,,Paraguay,"Presidente Hayes, Boqueron, Alto Paraguay, San Pedro, Concepcion, Amambay, Canindeyu, Alto Parana, Itapua, Cordillera, Guaira, Neembucu, Paraguari, Caazapa, Caaguazu provinces"
2016,Drought,Drought,,Paraguay,"Alto Paraguay, Boqueron, Presidente Hayes provinces (Chaco region)"
1966,Drought,Drought,,Peru,Puno department
1969,Drought,Drought,,Peru,
1983,Drought,Drought,,Peru,Puno department (Andean)
1990,Drought,Drought,,Peru,"Lambayeque, La Libertad, Cajamarca, Ancash, Ica, Huancavelica, Ayacucho, Arequipa, Apurimac, Cusco, Puno, Moquepa, Tacna, Lima departments"
1992,Drought,Drought,,Peru,
2002,Drought,Drought,,Peru,"Amazonas, Ancash, Apurimac, Arequipa, Ayacucho, Cajamarca, Callao, Cusco, Huancavelica, Huanuco, Ica, Junin, La Libertad, Lambayeque, Lima, Loreto, Madre de Dios, Moquegua, Pasco, Piura, Puno, San Martin, Tacna, Tumbes, Ucayali provinces"
2004,Drought,Drought,,Peru,Cajamarca province
2006,Drought,Drought,,Peru,"Tumbes, Piura, Ica, Arequipa provinces"
1978,Drought,Drought,,Philippines (the),Santos City
1980,Drought,Drought,,Philippines (the),Mindanao
1983,Drought,Drought,,Philippines (the),Misamis Oriental
1987,Drought,Drought,,Philippines (the),
1990,Drought,Drought,,Philippines (the),"Regions VI, IX, X, XI and XII"
1998,Drought,Drought,,Philippines (the),All country
2002,Drought,Drought,,Philippines (the),"Pangasinan, La Union, Ilocos Norte, Ilocos Sur districts (Region I (Ilocos region) province)"
2007,Drought,Drought,,Philippines (the),"La Union, Pangasinan, Ilocos Sur districts (Region I (Ilocos region) province), Isabela, Nueva Vizcaya, Quirino districts (Region II (Cagayan Valley) province)"
2015,Drought,Drought,,Philippines (the),"Isabela district (Region II (Cagayan Valley), Region XIII (Caraga), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen) provinces (Mindanao Isl.), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces (Visayas regions)"
2019,Drought,Drought,,Philippines (the),"MIMAROPA Region, Region IX, Region XII, BARMM, Metro Manilla"
2018,Drought,Drought,,Poland,
1983,Drought,Drought,,Portugal,Beja region
1997,Drought,Drought,,Portugal,
2004,Drought,Drought,,Portugal,All country: all provinces selected
1994,Drought,Drought,,Puerto Rico,
1983,Drought,Drought,,Romania,
2000,Drought,Drought,,Romania,"Dolj, Mehedinti, Teleorman, Olt, Constanta, Braila, Vaslui, Botosani provinces"
1993,Drought,Drought,,Russian Federation (the),
1998,Drought,Drought,,Russian Federation (the),Tartarstan
2003,Drought,Drought,,Russian Federation (the),Vladisvostok city (Primorskiy Kray province)
2010,Drought,Drought,,Russian Federation (the),"Adygeya Rep., Astrakhanskaya Oblast, Bashkortostan Rep., Belgorodskaya Oblast, Bryanskaya Oblast, Chelyabinskaya Oblast, Ivanovskaya Oblast, Kalmykiya Rep., Kaluzhskaya Oblast, Krasnodarskiy Kray, Kurskaya Oblast, Lipetskaya Oblast, Moskovskaya Oblast, Moskva, Name Unknown, Orenburgskaya Oblast, Orlovskaya Oblast, Penzenskaya Oblast, Rostovskaya Oblast, Ryazanskaya Oblast, Samarskaya Oblast, Saratovskaya Oblast, Smolenskaya Oblast, Stavropolskiy Kray, Tambovskaya Oblast, Tulskaya Oblast, Tverskaya Oblast, Ulyanovskaya Oblast, Vladimirskaya Oblast, Volgogradskaya Oblast, Voronezhskaya Oblast, Yaroslavskaya Oblast provinces"
2012,Drought,Drought,,Russian Federation (the),"Adygeya Rep., Astrakhanskaya Oblast, Bashkortostan Rep., Belgorodskaya Oblast, Bryanskaya Oblast, Chelyabinskaya Oblast, Kalmykiya Rep., Krasnodarskiy Kray, Kurskaya Oblast, Lipetskaya Oblast, Name Unknown, Orenburgskaya Oblast, Orlovskaya Oblast, Penzenskaya Oblast, Rostovskaya Oblast, Samarskaya Oblast, Saratovskaya Oblast, Stavropolskiy Kray, Tambovskaya Oblast, Ulyanovskaya Oblast, Volgogradskaya Oblast, Voronezhskaya Oblast provinces"
1976,Drought,Drought,,Rwanda,Widespread
1984,Drought,Drought,,Rwanda,
1989,Drought,Drought,,Rwanda,"South, West of Kigali"
1996,Drought,Drought,,Rwanda,Ginkongoro
1999,Drought,Drought,,Rwanda,"Umutura village (Rubavu district, West/Iburengerazuba province), Kibungo village (Ngoma district, East/Iburasirazuba province), Gitamara village (Muhanga district, South/Amajyepfo province), Butare village (Huye district, South/Amajyepfo province), Gikongoro village (Nyamagabe district, South/Amajyepfo province), Kigali City/Umujyi wa Kigali province"
2003,Drought,Drought,,Rwanda,"Gatsibo, Nyagatare, Bugesera district (East/Iburasirazuba province), Kibungo city (Ngoma district, East/Iburasirazuba province), Gisagara, Huye, Nyanza, Nyamagabe, Nyaruguru, Kamonyi, Muhanga, Ruhango districts (South/Amajyepfo province)"
2010,Drought,Drought,,Saint Lucia,"Area Under National Administration, Region Number 1 - 8 provinces"
2010,Drought,Drought,,Saint Vincent and the Grenadines,"Carriacou, Petite Martinique islands (Grenadines province)"
2015,Drought,Drought,,Samoa,"Upolu Isl., Savaii Isl."
1983,Drought,Drought,,Sao Tome and Principe,Countrywide
1910,Drought,Drought,,Senegal,
1940,Drought,Drought,,Senegal,
1966,Drought,Drought,,Senegal,
1969,Drought,Drought,,Senegal,Casamance
1976,Drought,Drought,,Senegal,Countrywide
1979,Drought,Drought,,Senegal,"Louga, Senegal Oriental"
1980,Drought,Drought,,Senegal,
2002,Drought,Drought,,Senegal,"NO DATA: all country was selected: Dakar, Diourbel, Fatick, Kaffrine, Kaolack, Kedougou, Kolda, Louga, Matam, Saint Louis, Sedhiou, Tambacounda, Thies, Ziguinchor provinces"
2011,Drought,Drought,,Senegal,"Kaffrine, Kedougou, Tambacounda, Saint-Louis, Matam, Diourbel, Kolda, Kaolack, Fatick provinces, Louga, Linguere districts (Louga province)"
2014,Drought,Drought,,Senegal,"Kanel district (Matam province), Podor district (Saint Louis province), Fatick district (Fatick province), Goudomp district (Sedhiou province)"
2018,Drought,Drought,,Senegal,Northern regions
1997,Drought,Drought,,Solomon Islands,"Choiseul, Isabel, Western, Central provinces"
1998,Drought,Drought,,Solomon Islands,Basakana Island
2015,Drought,Drought,,Solomon Islands,"Bellona, Rennell, Makira"
1964,Drought,Drought,,Somalia,"Nationwide, Galciao"
1969,Drought,Drought,,Somalia,"East Burao, North Mudugh"
1973,Drought,Drought,,Somalia,North West to Central areas
1980,Drought,Drought,,Somalia,
1983,Drought,Drought,,Somalia,North-West area
1987,Drought,Drought,,Somalia,"Togdheer, Sol, Sannag, Bari, Nugall, Mudug, Galguduud, Hiraan, Bakool, Shabeellaha, Gedo"
1988,Drought,Drought,,Somalia,"Awdal, Gedo regions"
1999,Drought,Drought,,Somalia,"Ceel Barde, Rab Dhuure, Tayeeglow, Xudur districts (Bakool province), Garbahaarey, Baardheere districts (Gedo province), Bay, Hiraan provinces "
2004,Drought,Drought,,Somalia,"Sool, Sanaag, Togdheer, Nugaal, Galgaduud, Hiraan, Mudug, Bari provinces "
2005,Drought,Drought,,Somalia,"Gedo, Bakool, Bay, Hiraan, Juba Hoose, Juba Dhexe provinces"
2008,Drought,Drought,,Somalia,"Matabaan city, Belet Weyne district (Hiraan province)"
2010,Drought,Drought,,Somalia,"Bakool, Shabelle Hoose, Shabelle Dhexe, Bay, Galgaduud, Gedo, Hiraan, Juba Dhexe, Juba Hoose, Mudug, Sanaag, Sool, Togdheer, Woqooyi Galbeed, Awdal, Bari, Nugaal province"
2011,Drought,Drought,,Somalia,"Bakool, Gedo, Juba, Hiraan provinces"
2014,Drought,Drought,,Somalia,"Mogasdischio city (Banadir district, Banadir province), Bakool, Gedo, Juba Dhexe, Hiraan, Shabelle Hoose; Puntland, Bari, Karkaar, Sanaag Sool"
2015,Drought,Drought,,Somalia,"Sanaag, Sool, Togdheer, Woqooyi Galbeed, Awdal provinces (Somaliland region), Bari, Nugaal provinces (Puntland region); Karkaar"
2019,Drought,Drought,,Somalia,"Awdal, Woqooyi Galbeed, Togdheer, Sanaag, Sool, Nugaal, Bari regions"
2021,Drought,Drought,,Somalia,"Gedo; Las Anod / Hudun and Taleb (Sool), Eilafwen (Sanaag), Odwein and Ainabo (Togdheer), Luqbaya / Zeila (Awdal) Somaliland state; Goldogo (Mudug); Ishkushuban (Bari), Puntland state"
1964,Drought,Drought,,South Africa,"Ciskei, Transkei"
1980,Drought,Drought,,South Africa,Natal
1981,Drought,Drought,,South Africa,"Countrywide, Transvaal, Orange Free, Natal states"
1986,Drought,Drought,,South Africa,"Lebowa, Venda (Eastern Transvaal)"
1988,Drought,Drought,,South Africa,Homelands
1990,Drought,Drought,,South Africa,"Northern and eastern Transvaal, central and northern Natal, eastern and northern Cape Region, Homeland area"
1995,Drought,Drought,,South Africa,Nebo District (Northern provinces)
2004,Drought,Drought,,South Africa,"KwaZulu-Natal, Eastern Cape, Northern Cape, Mpumalanga, North-West, Free state, Limpopo provinces"
2015,Drought,Drought,,South Africa,"KwaZulu-Natal, Free state, Limpopo, Mpumalanga, North-West, Western Cape provinces"
2017,Drought,Drought,,South Africa,"Cap town, Cap occidental, Cap oriental, North Cap."
2019,Drought,Drought,,South Africa,
2009,Drought,Drought,,South Sudan,"Unity, Northern Bahr Ghazal, Jonglei, Upper Nile, Eastern Equatoria, Warab provinces"
2016,Drought,Drought,,South Sudan,"Western Bahr El Ghazal, Northern Bahr El Ghazal, Warab, Unity, Upper Nile, Jonglei, El Buheyrat, Western Equatoria, Central Equatoria, Eastern Equatoria provinces"
2021,Drought,Drought,,South Sudan,"Aweil South (Northern Bahr el Gazzal State), Aweil East (Northern Bahr el Gazzal State), Gogrial West (Warrap State); Tonj South (Warrap State):"
1921,Drought,Drought,,Soviet Union,"South Ukraine, Volga, Ural (Kazakhstan,Russian Federation, Ukraine)"
1980,Drought,Drought,,Spain,Southern region
1981,Drought,Drought,,Spain,
1990,Drought,Drought,,Spain,"Andalucía, Extremadura, Castilla la Mancha (Southern)"
1999,Drought,Drought,,Spain,"Andalousie, Estrémadure, Castille (centre), Levant (Murcie, Valence, Catalogne, Aragon"
1977,Drought,Drought,,Sri Lanka,
1979,Drought,Drought,,Sri Lanka,
1980,Drought,Drought,,Sri Lanka,Central
1981,Drought,Drought,,Sri Lanka,
1982,Drought,Drought,,Sri Lanka,
1987,Drought,Drought,,Sri Lanka,"North, Northeast"
1988,Drought,Drought,,Sri Lanka,North and East
2001,Drought,Drought,,Sri Lanka,"Hambantota district (Southern province), Kurunegala, Puttalam districts (North Western provinces), Ratnapura district (Sabaragamuwa province), Moneragala, Badulla districts (Uva province), Ampara district (Eastern province)"
2012,Drought,Drought,,Sri Lanka,"Anuradhapura, Polonnaruwa districts (North Central province), Kurunegala, Puttalam districts (North Western province), Moneragala district (Uva province), Hambantota district (Southern province), Mannar district (Northern province)"
2014,Drought,Drought,,Sri Lanka,"Mullattivu, Kilinochchi, Mannar, Vavuniya, Jaffna districts (Northern province), Moneragala district (Uva province), Ampara, Batticaloa, Trincomalee districts (Eastern province), Anuradhapura, Polonnaruwa districts (North Central province), Kurunegala, Puttalam districts (North Western province), Hambantota, Galle districts (Southern province)"
2016,Drought,Drought,,Sri Lanka,Batticaloa District (Eastern province)
2019,Drought,Drought,,Sri Lanka,"North, North-Western, North-Central, Uva and Eastern Provinces"
1980,Drought,Drought,,Sudan (the),
1983,Drought,Drought,,Sudan (the),"Northern Regions, Maban, Upper Nile Province (south east), Countrywide"
1987,Drought,Drought,,Sudan (the)," Kordofan, Darfur"
1990,Drought,Drought,,Sudan (the),Bar El Ghazal Province
1991,Drought,Drought,,Sudan (the),"West, Central, Eastern, Northern and South regions"
1996,Drought,Drought,,Sudan (the),Beja (Red Sea state)
1999,Drought,Drought,,Sudan (the),"Northern Darfur, Northern Kordofan, Red Sea provinces"
2011,Drought,Drought,,Sudan (the),Abyei district (Southern Kordofan province)
2015,Drought,Drought,,Sudan (the),"Southern Kordofan, Blue Nile provinces"
1981,Drought,Drought,,Swaziland,Nationwide
1984,Drought,Drought,,Swaziland,
1990,Drought,Drought,,Swaziland,Southeast
2001,Drought,Drought,,Swaziland,"Lomahasha, Lugongolweni, Tikhuba districts (Lubombo province), Madlangampisi, Mhlangatane, Ndzingeni districts (Hhohho province), Dvokodvweni, Hlane, Lubuli, Mhlume, Mpolonjeni, Nkilongo, Siphofaneni, Sithobela districts (Lubombo province), Mafutseni, Mkhiweni districts (Manzini province), Lavumisa, Matsanjeni, Sigwe districts (Shiselweni province), Lobamba, Mayiwane, Ntfonjeni, Timpisini districts (Hhohho province), Kuhanyeni, Kwaluseni, Ludzeludze, Mahlanya, Manzini, Mthongwaneni, Nhlambeni districts (Manzini province), Hosea, Kubuta, Maseyisini, Mbangweni, Mtsambama, Sandleni, Shiselweni 1, Zombodze districts (Shiselweni province)"
2007,Drought,Drought,,Swaziland,"Hhohho, Lubombo, Manzini, Shiselweni provinces"
2016,Drought,Drought,,Swaziland,"Whole country: Hhohho, Lubombo, Manzini, Shiselweni provinces"
2019,Drought,Drought,,Swaziland,"Shiselweni, Lubombo and Hhohho regions"
1999,Drought,Drought,,Syrian Arab Republic,
2008,Drought,Drought,,Syrian Arab Republic,"Damascus, Homs, Hama, Raqqah, Dayr_Az_Zor, Hassakeh provinces"
2021,Drought,Drought,,Syrian Arab Republic,"Hasakah, Aleppo, Raqqa and Deir ez Zour"
2000,Drought,Drought,,Tajikistan,"Kabodien, Shaartuskiy, Jilikul, Ghozimalik, Kumsangirskiy, Piynjskiy districts (Khatlon province), Gorno Badakhshan Autonomous Oblast (Badakhshoni Kuni province), Leninabad Oblast (Sogd province)"
2008,Drought,Drought,,Tajikistan,"Badakhshoni Kuni, Khatlon, Sogd, Tadzhikistan Territories provinces"
1967,Drought,Drought,,"Tanzania, United Republic of","Nationwide, Kilwa"
1977,Drought,Drought,,"Tanzania, United Republic of",Tanga
1984,Drought,Drought,,"Tanzania, United Republic of",
1988,Drought,Drought,,"Tanzania, United Republic of",Lindi region
1990,Drought,Drought,,"Tanzania, United Republic of",Central and Northern regions
1996,Drought,Drought,,"Tanzania, United Republic of","Lake Victoria, North East, Coastal Region"
2003,Drought,Drought,,"Tanzania, United Republic of","Kaskazini Unguja, Mjini Magharibi, Kusini Unguja, Singida, Dodoma, Shinyanga, Mwanza, Tabora, Kagera, Kigoma provinces"
2004,Drought,Drought,,"Tanzania, United Republic of","Arusha, Kilimanjaro, Manyara, Tanga provinces (Northern Highlands region), Pwani, Dar-es-salaam provinces (Northern Coast region). "
2006,Drought,Drought,,"Tanzania, United Republic of","Arusha, Manyara, Kilimanjaro provinces"
2011,Drought,Drought,,"Tanzania, United Republic of","Ngorongoro district (Arusha province), Simanjiro district (Manyara province), Same, Rombo, Mwanga districts (Kilimanjaro province)"
1991,Drought,Drought,,Thailand,
1993,Drought,Drought,,Thailand,"North, Central"
1999,Drought,Drought,,Thailand,
2002,Drought,Drought,,Thailand,"Nakhon Sawan, Udon Thani, Khon Kaen, Satun, Phrae, Loei, Kalasin, Sukhothai, Nakhon Ratchasima provinces"
2005,Drought,Drought,,Thailand,"Ang Thong, Bangkok, Buriram, Chachoengsao, Chainat, Chaiyaphum, Chanthaburi, Chiang Mai, Chiang Rai, Chonburi, Chumphon, Kalasin, Kampaeng Phet, Kanchanaburi, Khon Kaen, Krabi, Lampang, Lamphun, Loei, Lopburi, Mae Hong Son, Maha Sarakham, Mukdahan, Nakhon Nayok, Nakhon Pathom, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nakhon Si Thammarat, Nan Narathiwat, Nong Khai, Nonthaburi, Pathum Thani, Pattani, Phangnga, Phatthalung, Phayao, Phetchabun, Phetchaburi, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Phuket, Prachuap Khilikhan, Ranong, Ratchaburi, Rayong, Roi Et, Sakon Nakhon, Samut Prakarn, Samut Sakhon, Samut Songkham, Saraburi, Satun, Si Saket, Singburi, Songkhla, Sukhothai, Suphanburi, Surat Thani, Surin, Tak, Trad, Trang, Uthai Thani, Uttaradit, Yala, Yasothon, Amnat Charoen, Nong Bua Lamphu, Phachinburi, Sa Kaeo, Ubon Ratchathani, Udon Thani provinces"
2008,Drought,Drought,,Thailand,"Ang Thong, Chainat, Chaiyaphum, Chiang Rai, Kalasin, Kampaeng Phet, Khon Kaen, Lampang, Loei, Lopburi, Maha Sarakham, Mukdahan, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nan, Nong Bua Lamphu, Nong Khai, Phayao, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Sakon Nakhon, Saraburi, Singburi, Sukhothai, Suphanburi, Udon Thani, Uthai Thani, Uttaradit provinces"
2010,Drought,Drought,,Thailand,"Ang Thong, Chainat, Chaiyaphum, Chiang Rai, Kalasin, Kampaeng Phet, Khon Kaen, Lampang, Loei, Lopburi, Maha Sarakham, Mukdahan, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nan, Nong Bua Lamphu, Nong Khai, Phayao, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Sakon Nakhon, Saraburi, Singburi, Sukhothai, Suphanburi, Udon Thani, Uthai Thani, Uttaradit provinces"
2011,Drought,Drought,,Thailand,"Chians Rai, Nan, Phrae, Loei, Nong Khai, Ubon Ratchathani, Mukdahan, Sakon Nakhon, Si Saket, Surin, Chaiyaphum, Amnat Charoen, Kalasin, Nakhon Ratchasima, Buriram, Yasothon provinces (North); Sukhothai, Phetchabun, Phichit provinces (Central); Prachuap Khilikhan, Phetchaburi, Kanchanaburi provinces (West)"
2012,Drought,Drought,,Thailand,"Lampang, Kamphaeng Phet, Nan, Phayao, Chiang Mai, Sukhothai (Northern provinces); Nong Khai, Si Sa Ket, Khon Kaen, Maha Sarakham, Udon Thani, Chaiyaphum (NorthEast provinces); Phetchaburi, Kanchanaburi, Prachuap Khiri Khan, Chon Buri, Nakhon Nayok, Suphan Buri, Chanthaburi, Chachoengsao, Trat, Phuket provinces. 17 are in the North, 19 in the Northeast, 5 in the central region, 6 in the East and 1 in the South."
