Year,Type,Subtype,Name,Country,Location
1903,Earthquake,Ground movement,,Israel,Nabulus
1905,Earthquake,Ground movement,,Italy,"MONTELEONE, TROPEA, MONTE PORO (Calabria)"
1908,Earthquake,Ground movement,,Italy,"Messina, Regio, Calabria, Sicilia"
1914,Earthquake,Ground movement,,Italy,"Catania, Etna"
1915,Earthquake,Ground movement,,Italy,"Avezzano, Marsica (Abruzze)"
1920,Earthquake,Ground movement,,Italy,"Carrara, Farfagnana"
1930,Earthquake,Ground movement,,Italy,"Irpina, Naples"
1930,Earthquake,Ground movement,,Italy,Senigalia
1933,Earthquake,Ground movement,,Italy,Central
1962,Earthquake,Ground movement,,Italy,Irpinia
1968,Earthquake,Ground movement,,Italy,Belice Valley (Western Sicily)
1971,Earthquake,Ground movement,,Italy,Toscana
1972,Earthquake,Ground movement,,Italy,Ancona
1972,Earthquake,Ground movement,,Italy,Ancona
1976,Earthquake,Ground movement,,Italy,Friuli region
1976,Earthquake,Ground movement,,Italy,Friuli
1976,Earthquake,Ground movement,,Italy,Northeastern
1978,Earthquake,Ground movement,,Italy,Sicily
1979,Earthquake,Ground movement,,Italy,Val Nerina (Umbria)
1980,Earthquake,Ground movement,,Italy,"Avellino, Potenza, Caserta, Naples"
1981,Earthquake,Ground movement,,Italy,Mazara del Vallo area (Sicily)
1981,Earthquake,Ground movement,,Italy,South
1982,Earthquake,Ground movement,,Italy,"Avellino, Potenza"
1982,Earthquake,Ground movement,,Italy,Perugia area (Umbria)
1983,Earthquake,Ground movement,,Italy,Pozzuoli (Naples)
1984,Earthquake,Ground movement,,Italy,"Assisi, Gubbio, Perugia area (Umbria Province)"
1984,Earthquake,Ground movement,,Italy,Abruzzo area
1984,Earthquake,Ground movement,,Italy,"Mt. Etna, Catania (Sicily)"
1990,Earthquake,Ground movement,,Italy,Potenza area
1990,Earthquake,Ground movement,,Italy,Carlentini (Sicily)
1997,Earthquake,Ground movement,,Italy,"Umbria, Marche regions"
1998,Earthquake,Ground movement,,Italy,Gualdo Tadino-Nocera Umbra area (Central)
2002,Earthquake,Ground movement,,Italy,"San Guliano di Puglia town (Campobasso province, Molise region)"
2002,Earthquake,Ground movement,,Italy,"Zafferana Etnea, Giarre, Santa Venerina towns (Catania Province, Sicilia Region)"
2002,Earthquake,Ground movement,,Italy,Palermo Province (Sicilia Region)
2003,Earthquake,Ground movement,,Italy,Alessandria Province (Piemonte Region)
2009,Earthquake,Ground movement,,Italy,"Aquila, Villa Sant'Angelo, Borgo di Castelnuovo Onna, Poggio Picenze, Tormintarte, Totani, Poggio di Roio, Massa d'Albe, Tempera, Paganica, Fossa towns (L'Aquila Province, Abruzzo region)"
2012,Earthquake,Ground movement,,Italy,"Finale Emilia, Mirandola towns (Modena Province, Emilia-romagna Region), Sant'Agostino area (Ferrara province, Emilia-romagna Region)"
2012,Earthquake,Ground movement,,Italy,Modena Province (Emilia-romagna Region)
2016,Earthquake,Ground movement,,Italy,"Amatrice, Accumoli, Pescara del Tronto, Arquataa, Posta (Rieti and Ascoli Piceno provinces)"
2016,Earthquake,Ground movement,,Italy,"Visso, Ussita (Macerata district, Marche province)"
2016,Earthquake,Ground movement,,Italy,"Norcia (Perugia district, Umbria province)"
2017,Earthquake,Ground movement,,Italy,"Avezzano, Campotosto, Montereale, Capitignano, Ortolano di Campoposto, Mopolino (L’Aquila); Csatel Castagna, Csatigkione Messer Raimondo, Prati di Tivo (Teramao); Abruzzo (Pescara), Lazio (Rieti), Marche (Ascoli Piceno, Macerata, Fermo, Ancona) region"
2017,Earthquake,Ground movement,,Italy,"Casamicciola Terme, Lacco Ameno (Ischia Isl.), near Flegrea coast of Campania (Naples province)"
1907,Earthquake,Ground movement,,Jamaica,Kingston
1905,Earthquake,Ground movement,,Japan,Aki
1909,Earthquake,Ground movement,,Japan,Oomi
1911,Earthquake,Ground movement,,Japan,Ryukyu Islands
1914,Earthquake,Ground movement,,Japan,Akita Senboku
1922,Earthquake,Ground movement,,Japan,Kyushu
1923,Earthquake,Ground movement,,Japan,"Kanto plaine (Yokohama,Tokyo)"
1925,Earthquake,Ground movement,,Japan,Tajima (Honshu)
1927,Earthquake,Ground movement,,Japan,"Tango, Honshu"
1930,Earthquake,Ground movement,,Japan,Idu (Honshu)
1939,Earthquake,Ground movement,,Japan,Honshu
1943,Earthquake,Ground movement,,Japan,Tottori (Honshu Isl.)
1945,Earthquake,Ground movement,,Japan,"Mikawa (Near Nagoya, Honshu Isl.)"
1946,Earthquake,Ground movement,,Japan,"Nankaido, Tonankai (Honshu Isl.)"
1948,Earthquake,Ground movement,,Japan,Fukui
1952,Earthquake,Ground movement,,Japan,Hokkaido Isl.
1952,Earthquake,Ground movement,,Japan,Hokkaido
1961,Earthquake,Ground movement,,Japan,Honshu
1968,Earthquake,Ground movement,,Japan,Aomori Prefecture - Hokkaido
1973,Earthquake,Ground movement,,Japan,Hokkaido Isl.
1974,Earthquake,Ground movement,,Japan,"Izu-Hanto, Nakagi"
1978,Earthquake,Ground movement,,Japan,"Oshima, Yokohama, Tokkaido"
1978,Earthquake,Ground movement,,Japan,Sendai (Near Esat coast of Honshu)
1980,Earthquake,Ground movement,,Japan,"Tokyo, Kanto region"
1982,Earthquake,Ground movement,,Japan,"Hokkaido, Urakawa, Hiroo"
1983,Earthquake,Ground movement,,Japan,Near South coast Honshu
1984,Earthquake,Ground movement,,Japan,"Honshu, Nagano prefecture (Honshu)"
1984,Earthquake,Ground movement,,Japan,Kyushu (Shikoku Island)
1987,Earthquake,Ground movement,,Japan,Chiba prefecture (Near Tokyo)
1992,Earthquake,Ground movement,,Japan,Kanto area (Tokyo)
1993,Earthquake,Ground movement,,Japan,Near Kushiro (Hokkaido)
1994,Earthquake,Ground movement,,Japan,East coast of Hokaido Isl.
1994,Earthquake,Ground movement,,Japan,Hachinohe (North-East Honshu)
1995,Earthquake,Ground movement,,Japan,"Kobe, Osaka, Hyigo, Kyoto prefecture"
1995,Earthquake,Ground movement,,Japan,Niigata (Eastern Honshu)
2000,Earthquake,Ground movement,,Japan,"Aimityoo, Kisimototyoo, Mizokutityoo, Saihakutyoo, Daisentyoo, Nawatyoo, Nakayamatyoo, Hieduson districts (Tottori province), Simane, Okayama provinces"
2000,Earthquake,Ground movement,,Japan,"Koodusimamura, Niizimamura districts (Tookyoo province)"
2001,Earthquake,Ground movement,,Japan,"Hirosima, Ehime provinces"
2003,Earthquake,Ground movement,,Japan,"Iwate, Miyagi, Yamagata, Akita, Aomori provinces"
2003,Earthquake,Ground movement,,Japan,Hokkaidoo province
2003,Earthquake,Ground movement,,Japan,"Sendaisi_Aobaku, Sendaisi_Daisiroku, Sendaisi_Izumiku, Sendaisi_Miyaginoku, Sendaisi_Wakabayasiku, Isinomakisi, Hurukawasi, Kasimadaimati, Nangootyoon, Narusetyoo, Yamototyoo, Yoneyamatyoo districts (Miyagi province)"
2004,Earthquake,Ground movement,,Japan,"Odiyasi, Nagaokasi, Tookamatisi districts (Niigata province) "
2005,Earthquake,Ground movement,,Japan,Hukuoka province
2005,Earthquake,Ground movement,,Japan,"Hukuoka, Saga provinces"
2007,Earthquake,Ground movement,,Japan,"Nanao, Wajima districts (Isikawa province), Niigata, Toyama provinces"
2007,Earthquake,Ground movement,,Japan,"Aikawamati, Akadomarimura, Hatanomati, Izumozakimati, Kanaimati, Kariwamura, Kasiwazakisi, Manomati, Nagaokasi, Niigatasi, Odiyasi, Ogimati, Sanzyoosi, Sawatamati, Yosidamati, Zyooetusi districts (Niigata province), Nagano, Toyama provinces"
2007,Earthquake,Ground movement,,Japan,"Mie, Nara, Siga provinces"
2008,Earthquake,Ground movement,,Japan,"Mizusawasi, Moriokasi districts (Iwate province), Tukidatetyoo, Hurukawasi, Sendaisi_Aobaku, Sendaisi_Daisiroku, Sendaisi_Izumiku, Sendaisi_Miyaginoku, Sendaisi_Wakabayasiku districts (Miyagi province), Akita province"
2008,Earthquake,Ground movement,,Japan,Hatinohesi district (Aomori province)
2011,Earthquake,Ground movement,,Japan,"Ishinomakisi, Onagawatyoo districts (Miyagi province), Yamagata province"
2013,Earthquake,Ground movement,,Japan,Hyogo province
2014,Earthquake,Ground movement,,Japan,"Hakuba village (Hakubamura district, Nagano province)"
2016,Earthquake,Ground movement,,Japan,Kumamoto province (Kyushu Isl.)
2016,Earthquake,Ground movement,,Japan,"Kumamoto, Fukuoka, Saga, Oita, Miyazaki provinces"
2016,Earthquake,Ground movement,,Japan,"Kurayoshi city (Kurayosisi district, Tottori province)"
2018,Earthquake,Ground movement,,Japan,"Atsuma village, Abira, Sapporo (Hokkaido)"
2018,Earthquake,Ground movement,,Japan,"Hyogo, Kyoto, Nara, Osaka Prefectures"
2019,Earthquake,Ground movement,,Japan,"Yamagata, Miyagi, Niigata,Ishikawa (Honshu Island)"
2021,Earthquake,Ground movement,,Japan,Namie region
2021,Earthquake,Ground movement,,Japan,Honshu Island
1901,Earthquake,Tsunami,,Japan,Sanriku
1905,Earthquake,Tsunami,,Japan,Fukushima
1933,Earthquake,Tsunami,,Japan,Sanriku
1944,Earthquake,Tsunami,,Japan,"Tonankai, Hondo"
1960,Earthquake,Tsunami,,Japan,"Onagawa, Honshu Island"
1964,Earthquake,Tsunami,,Japan,"Niigata, Hodo Isl."
1983,Earthquake,Tsunami,,Japan,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido"
1993,Earthquake,Tsunami,Tsunami,Japan,Okushiri Island (Hokkaido)
2009,Earthquake,Tsunami,,Japan,"Sizuokasi, Yaidusi, Sagaratyoo, Huziedasi, Simadasi, Kakegawasi, Haibaratyoo districts (Sizuola province), Tookyoo province"
2011,Earthquake,Tsunami,,Japan,"Hokkaidoo, Akita, Aomori, Yamagata, Miyagi, Iwate, Hukusima, Tookyoo, Ibaraki, Totigi, Gunma, Saitama, Tiba, Kanagawa, Nagano provinces"
1927,Earthquake,Ground movement,,Jordan,"Nablus, Damiya"
1911,Earthquake,Ground movement,,Kazakhstan,"Alma-Ata, Turkestan"
2003,Earthquake,Ground movement,,Kazakhstan,Zhambyl district (Jambylslkaya province)
1990,Earthquake,Ground movement,,Kenya,Kapenguria 
2004,Earthquake,Tsunami,,Kenya,Mombassa district (Coast province)
2016,Earthquake,Ground movement,,Korea (the Republic of),Kyonju
2017,Earthquake,Ground movement,,Korea (the Republic of),"Near Pohang, Gyeongsangbuk-do province"
1992,Earthquake,Ground movement,,Kyrgyzstan,"Dshalal-Abad, Naryn, Talas regions (Near Kyrgyzstan/Chinese Border)"
1992,Earthquake,Ground movement,,Kyrgyzstan,"Burgandi-Nookat (Osh, Djalalabad districts)"
1997,Earthquake,Ground movement,,Kyrgyzstan,Ak-Tala district (Naryn region)
2006,Earthquake,Ground movement,,Kyrgyzstan,"Isakeevo, Kochkorka, Semiz-Bel areas (Kochkor district, Naryn province)"
2008,Earthquake,Ground movement,,Kyrgyzstan,"Kara-suu, Alay, Nookat districts (Osh province)"
2008,Earthquake,Ground movement,,Kyrgyzstan,"Nura village (Alay district, Osh province), Chong-Alay district (Osh province)"
2011,Earthquake,Ground movement,,Kyrgyzstan,Batken district (Batken province)
2015,Earthquake,Ground movement,,Kyrgyzstan,"Chong-Alay, Alay, Kara-Suu, Kara-Kulja, Aravan districts (Osh province)"
2017,Earthquake,Ground movement,,Kyrgyzstan,"Karamyk, Jekendi, Kara-Teyit, Chuluk, Shibee villages (Chong Alay District, Osh province), Kadamjai District of the Batken Province"
1956,Earthquake,Ground movement,,Lebanon,"Bekaa, Litani"
1963,Earthquake,Ground movement,,Libya,El Marj (Barce)
2016,Earthquake,Ground movement,,Macedonia (the former Yugoslav Republic of),Skopje province
1989,Earthquake,Ground movement,,Malawi,Salima district
2009,Earthquake,Ground movement,,Malawi,Karonga district (Northern Region province)
2009,Earthquake,Ground movement,,Malawi,Karonga district (Northern Region province)
2015,Earthquake,Ground movement,,Malaysia,Ranau district (Sabah province)
2004,Earthquake,Tsunami,,Malaysia,"Barat Daya, Timur Laut district (Pulau Pinang province)"
2004,Earthquake,Tsunami,,Maldives,"Alifu Alifu, Alifu Dhaalu, Baa, Faafu, Gaafu Alifu, Gaafu Dhaalu, Haa Alifu, Haa Dhaalu, Kaafu, Laamu, Lhaviyani, Male', Meemu, Noonu, Raa, Seenu, Shaviyani, Thaa, Vaavu provinces"
2007,Earthquake,Ground movement,,Martinique,Fort-De-France province
1911,Earthquake,Ground movement,,Mexico,Michoacan
1920,Earthquake,Ground movement,,Mexico,"Veracruz, Cozaultlan, Puebla, Patlanala"
1932,Earthquake,Ground movement,,Mexico,Near coast of Jalisco
1932,Earthquake,Ground movement,,Mexico,Central
1937,Earthquake,Ground movement,,Mexico,"Esperanza, Veracruz"
1957,Earthquake,Ground movement,,Mexico,"Acapulco (Guerrero), Mexico City"
1959,Earthquake,Ground movement,,Mexico,Gulf of Campeche (Vera Cruz state)
1964,Earthquake,Ground movement,,Mexico,"Guerrero, Michoacan"
1968,Earthquake,Ground movement,,Mexico,Chiapas state
1968,Earthquake,Ground movement,,Mexico,"Oaxaca, Guerrero"
1973,Earthquake,Ground movement,,Mexico,"Michoacan, Colima"
1973,Earthquake,Ground movement,,Mexico,"Puebla, Veracrur, Mexico city"
1978,Earthquake,Ground movement,,Mexico,"Mexico city, Oaxaca"
1979,Earthquake,Ground movement,,Mexico,"Guerrero, Acapulco, Gudalajara, Monterrey, Puebla (Mexico city, south area)"
1980,Earthquake,Ground movement,,Mexico,Northwest
1980,Earthquake,Ground movement,,Mexico,Oaxaca state
1981,Earthquake,Ground movement,,Mexico,"Mexico city, Michoacan"
1982,Earthquake,Ground movement,,Mexico,"Near coast of Guerrero, Michoacan, Orziba, Oaxaca, Guadalupe"
1982,Earthquake,Ground movement,,Mexico,Chiapas
1985,Earthquake,Ground movement,,Mexico,"Mexico city, Michoacan, Jalisco"
1987,Earthquake,Ground movement,,Mexico,Mexicali
1989,Earthquake,Ground movement,,Mexico,Near coast of Guerrero
1993,Earthquake,Ground movement,,Mexico,Guerrero state
1995,Earthquake,Ground movement,,Mexico,"Costa Chica (Guerrerro state), Oaxaca, Ometepec, Igualapa, Cuajinicuilapa"
1995,Earthquake,Ground movement,,Mexico,"Jalisco, Colima, Guerrero, Michoacan"
1995,Earthquake,Ground movement,,Mexico,"Chiapas, Tuxtla Gutierrez, Nuevo Mexico, Tenochititlan, La Garza, Alvaro Obregon, Villaflores"
1997,Earthquake,Ground movement,,Mexico,Arteaga area (Michoacan)
1997,Earthquake,Ground movement,,Mexico,"Arteaga, Patzcuaro, Michoacan"
1999,Earthquake,Ground movement,,Mexico,"West Puebla, Oaxaca State"
1999,Earthquake,Ground movement,,Mexico,"North Puerto Angel, Coastal State Oaxaca"
1999,Earthquake,Ground movement,,Mexico,"Coahuytla, Michoacan, Cuitzeo (Guerrero)"
2000,Earthquake,Ground movement,,Mexico,Lazaro Cardenas district (Michoacan province)
2003,Earthquake,Ground movement,,Mexico,"Colima, Armeria, Coquimatlan, Ixtlahuacan, Cuahutemoc, Villa de Alvarez, Manzanillo, Minatitlan, Tecoman districts (Colima province), Zapotitlan de Vadillo, Toliman, Tonila, Pihuamo districts (Jalisco province)"
2010,Earthquake,Ground movement,,Mexico,Mexicali district (Baja California province)
2011,Earthquake,Ground movement,,Mexico,Guerrero province
2012,Earthquake,Ground movement,,Mexico,"Guerrero, Oaxaca, Mexico provinces"
2014,Earthquake,Ground movement,,Mexico,"Guerrero, Morelos, Distrito Federal, Michoacan provinces"
2014,Earthquake,Ground movement,,Mexico,Chiapas province
2017,Earthquake,Ground movement,,Mexico,"Oaxaca (Juchitan), Chiapas (Cintapala),Tabasco states"
2017,Earthquake,Ground movement,,Mexico,"Puebla (Puebla, Cholula), Morelos (Cuernavaca, Jojutla), Mexico state, Mexico city (Roma, Reforma, Condesa, Narvarte, Napoles, Lindavista), Guerrero, Oaxaca, Chiapas"
2018,Earthquake,Ground movement,,Mexico,Oaxaca
2020,Earthquake,Ground movement,,Mexico,South Oaxaca State (Mexico) 
1957,Earthquake,Ground movement,,Mongolia,Altay
1909,Earthquake,Ground movement,,Morocco,"Tetouan, Romars"
1960,Earthquake,Ground movement,,Morocco,Agadir
1969,Earthquake,Ground movement,,Morocco,
2004,Earthquake,Ground movement,,Morocco,"Tamassint village (Imrabten area, Bni Ouriagh sub-district, Al Hoceima district, Taza - Al Hoceima - Taounate province), Ajdir village (Ait Youssef Ouali area, Bni Ouriagh sub-district, Al Hoceima district, Taza - Al Hoceima - Taounate province), Ait Kamra, Bni Abdallah areas (Bni Ouriagh sub-district, Al Hoceima district, Taza - Al Hoceima - Taounate province), Imzouren sub-district (Al Hoceima district, Taza - Al Hoceima - Taounate province)"
2006,Earthquake,Ground movement,,Mozambique,"Machaze, Mossurize, Cidade de Chimoio districts (Manica province), Cidade da Beira district (Sofala province)"
1930,Earthquake,Ground movement,,Myanmar,"Pegu, Rangoon"
1930,Earthquake,Ground movement,,Myanmar,"Nyauglebin, Toungoo, Pyu"
1930,Earthquake,Ground movement,,Myanmar,Tharrawaddy
1941,Earthquake,Ground movement,,Myanmar,Myanmar-China border region
1991,Earthquake,Ground movement,,Myanmar,Thabeikkyin area
1995,Earthquake,Ground movement,,Myanmar,Shan state
2011,Earthquake,Ground movement,,Myanmar,"Tarlay area (Tachileik district, Shan (E) province)"
2012,Earthquake,Ground movement,,Myanmar,"Chaung-U area (Monywa district, Sagaing province), Kyaukmyaung village (Shwebo district, Sagaing province), Myaung area (Sagaing district, Sagaing province), Mogok, Singu, Thabeikkyin areas (Pyin-Oo-Lwin district, Mandalay province), Kyaukse district (Mandalay province)"
2016,Earthquake,Ground movement,,Myanmar,"Magway, Mandalay, Rakhine, Sagaing provinces"
2004,Earthquake,Tsunami,,Myanmar,"Kawthoung, Pyapon, Pathein districts (Ayeyawaddy province), Kawthoung district (Taninthayi province), Sittwe district (Rakhine province)"
1966,Earthquake,Ground movement,,Nepal,Nepal-India border
1980,Earthquake,Ground movement,,Nepal,"Mahakali, Seti, Karnalin Bheri, Rapti zones"
1988,Earthquake,Ground movement,,Nepal,"Daharam, Dhankuta, Terathum, Panchthar, Ilam, Morang, Bhaktapur"
1993,Earthquake,Ground movement,,Nepal,Northwestern
2011,Earthquake,Ground movement,,Nepal,"Lamjung, Syangja areas (Gandaki district, Western province), Dolakha, Ramechhap areas (Janakpur district, Central province), Khotang, Solukhumbu areas (Sagarmatha district, Eastern province), Mechi, Koshi districts (Eastern province), Bagmati district (Central province)"
2015,Earthquake,Ground movement,,Nepal,"Gorkha area (Gandaki district, Western province), Dolakha, Ramechhap areas (Janakpur district, Central province), Bagmati district (Central province)"
2015,Earthquake,Ground movement,,Nepal,"Kathmandu, Sindhupalchok areas (Bagmati district, Central province), Dolakha area (Janakpur district, Central province)"
1992,Earthquake,Ground movement,,Netherlands (the),Roermond
1929,Earthquake,Ground movement,,New Zealand,Murchison
1931,Earthquake,Ground movement,,New Zealand,"Wairoa, Hastings, Napier Hawke's Bay"
1968,Earthquake,Ground movement,,New Zealand,Inangahua
1976,Earthquake,Ground movement,,New Zealand,"Kermandec Is., Raoul"
1987,Earthquake,Ground movement,,New Zealand,Edgecumbe (Bay of Plenty)
2010,Earthquake,Ground movement,,New Zealand,Christchurch city (Canterbury province)
2011,Earthquake,Ground movement,,New Zealand,Christchurch city (Canterbury province)
2011,Earthquake,Ground movement,,New Zealand,"Canterbury, Nelson-marlborough, Otago, Southland, Westland provinces"
2013,Earthquake,Ground movement,,New Zealand,"Wellington's Central Business Center, Paraparaumu, Wainuiomata, Porirua, Hutt Valley areas (Wellington province)"
2016,Earthquake,Tsunami,,New Zealand,"Culverden, Kaikoura (Canterbury province), Wellington province"
1930,Earthquake,Ground movement,,Nicaragua,Managua
1931,Earthquake,Ground movement,,Nicaragua,Managua
1951,Earthquake,Ground movement,,Nicaragua,Potosi
1968,Earthquake,Ground movement,,Nicaragua,Managua
1972,Earthquake,Ground movement,,Nicaragua,Managua
1990,Earthquake,Ground movement,,Nicaragua,"Rivas, Managua"
1992,Earthquake,Ground movement,,Nicaragua,"San Martin, San Juan Del Sur, Huehuete, Casares, La Boquita, Poneloya, Corinto, Masachapa, Pochomil"
1998,Earthquake,Ground movement,,Nicaragua,Ticuante area
2000,Earthquake,Ground movement,,Nicaragua,"Laguna de Apoyo nature reserve (Masaya district, Masaya province)"
2014,Earthquake,Ground movement,,Nicaragua,Managua province
1909,Earthquake,Ground movement,,Pakistan,
1935,Earthquake,Ground movement,,Pakistan,Quetta (Baluchistan)
1945,Earthquake,Ground movement,,Pakistan,Makran
1955,Earthquake,Ground movement,,Pakistan,Quetta
1972,Earthquake,Ground movement,,Pakistan,"Tangir, Gupis, Rawalpindi, Peshawar"
1974,Earthquake,Ground movement,,Pakistan,"North Indus R. Valley, Balakot, Patan"
1981,Earthquake,Ground movement,,Pakistan,"Karakoram, Darel, Tangir, Khanbari valleys"
1981,Earthquake,Ground movement,,Pakistan,Koshkak
1983,Earthquake,Ground movement,,Pakistan,"Pakistan/Afghanistan border, Hindu Kusk region"
1984,Earthquake,Ground movement,,Pakistan,Chiltral-Landi Kotal (Hindu Kush)
1985,Earthquake,Ground movement,,Pakistan,"Chitral, Swat districts"
1986,Earthquake,Ground movement,,Pakistan,Khuzdar area
1990,Earthquake,Ground movement,,Pakistan,Hindu Kush region
1990,Earthquake,Ground movement,,Pakistan,Kalat Area
1990,Earthquake,Ground movement,,Pakistan,South Baluchistan Province
1991,Earthquake,Ground movement,,Pakistan,"Malakand, Chitral, Peshawar area"
1992,Earthquake,Ground movement,,Pakistan,Quetta
1992,Earthquake,Ground movement,,Pakistan,"Peshawar, Kohat districts"
1997,Earthquake,Ground movement,,Pakistan,"Harnai (Sibi district, Baluchistan Province)"
1998,Earthquake,Ground movement,,Pakistan,"Yar Husain, Rawalpindi, Peshawar"
2001,Earthquake,Ground movement,,Pakistan,"Badin District, Tharparkar District, Mirpur Khas District districts (Sindh province)"
2002,Earthquake,Ground movement,,Pakistan,Administrative unit not available district (Jammu and Kashmir province)
2002,Earthquake,Ground movement,,Pakistan,Administrative unit not available district (Jammu and Kashmir province)
2002,Earthquake,Ground movement,,Pakistan,Bajaur Agency district (Federally Administered Tribal Areas province)
2004,Earthquake,Ground movement,,Pakistan,"Bisham Tehsil area (Shangla District district, North-West Frontier province), Batagram District, Mansehra District, Kohistan District districts (North-West Frontier province)"
2005,Earthquake,Ground movement,,Pakistan,"Bisham Tehsil, Chakisar Tehsil areas (Shangla District district, North-West Frontier province), Palas Sub-Division area (Kohistan District district, North-West Frontier province), Abbottabad District, Mansehra District, Batagram District districts (North-West Frontier province), Gujranwala District, Gujrat District, Rawalpindi District districts (Punjab province), Islamabad District district (Islamabad province),"
2008,Earthquake,Ground movement,,Pakistan,"Khanozai village (Pishin District district, Balochistan province), Kawas village (Ziarat District district, Balochistan province), Harnai area (Sibi District district, Balochistan province)"
2011,Earthquake,Ground movement,,Pakistan,"Garhi Khairo village (Jacobabad district, Sindh province), Quetta, Chagai districts (Balochistan province)"
2013,Earthquake,Ground movement,,Pakistan,"Mashkhel area (Chagai district, Balochistan province), Washuk area (Kharan district, Balochistan province), Karachi Central District, Karachi East District, Karachi South District, Karachi West District districts (Sindh province)"
2013,Earthquake,Ground movement,,Pakistan,"Awaran District, Chagai District, Gwadar District, Kech District, Khuzdar District, Panjgur District districts (Balochistan province)"
2013,Earthquake,Ground movement,,Pakistan,Awaran District district (Balochistan province)
2015,Earthquake,Ground movement,,Pakistan,"Islamabad District district (Islamabad province), Chakwal District, Gujranwala District, Jhang District, Jhelum District, Kasur District, Mianwali District, Multan District, Muzaffargarh District, Narowal District, Rawalpindi District, Sahiwal District, Sargodha District, Sheikhupura District districts (Punjab province), Azad area (Jammu and Kashmir province), North-West Frontier province"
2015,Earthquake,Ground movement,,Pakistan,Khyber Agency district (Federally Administrered Tribal Areas province)
2016,Earthquake,Ground movement,,Pakistan,"North-West Frontier, Gilgit-Baltistan provinces, Khyber Agency district (Federally Administered Tribal Areas province)"
2019,Earthquake,Ground movement,,Pakistan,Mirpur district (Southern Azad Jammu and Kashmir Territory)
2021,Earthquake,Ground movement,,Pakistan,Hernai district i(Balochistan)
1991,Earthquake,Ground movement,,Panama,"Bocas Del Toro, Chiriqui"
1991,Earthquake,Ground movement,,Panama,"Changuinola, Almirante, Bocas del Toro area"
2003,Earthquake,Ground movement,,Panama,"Colon district (Colon province), Panama district (Panama province)"
2003,Earthquake,Ground movement,,Panama,"Puerto Armuelles municipality (Baru district, Chiriqui province)"
1951,Earthquake,Ground movement,,Papua New Guinea,
1970,Earthquake,Ground movement,,Papua New Guinea,Madang
1983,Earthquake,Ground movement,,Papua New Guinea,New Britain region
1985,Earthquake,Ground movement,,Papua New Guinea,"Bialla, Piona regions (West New Britain)"
1986,Earthquake,Ground movement,,Papua New Guinea,East Sepik province
1987,Earthquake,Ground movement,,Papua New Guinea,"Umboi Isl., Finschafen area of Huon peninsula"
1990,Earthquake,Ground movement,,Papua New Guinea,North East coast
1993,Earthquake,Ground movement,,Papua New Guinea,Goroka
2000,Earthquake,Ground movement,,Papua New Guinea,"Duke of York island (Kokopo district, East New Britain province), New Ireland, Northern Solomons provinces"
2001,Earthquake,Ground movement,,Papua New Guinea,Mumeng district (Morobe province)
2002,Earthquake,Ground movement,,Papua New Guinea,Wewak district (East Sepik province)
2002,Earthquake,Ground movement,,Papua New Guinea,Aitape district (West Sepik province)
2005,Earthquake,Ground movement,,Papua New Guinea,Lae district (Morobe province)
2018,Earthquake,Ground movement,,Papua New Guinea,Southern Highlandsand Hela provinces
2018,Earthquake,Ground movement,,Papua New Guinea,South Highlands
2018,Earthquake,Ground movement,,Papua New Guinea,Hela (South Highlands)
2019,Earthquake,Ground movement,,Papua New Guinea,"New Ireland, New Britain, Duke of York Islands"
1998,Earthquake,Tsunami,,Papua New Guinea,Sandaun Province
1913,Earthquake,Ground movement,,Peru,"Albancay, Amyares, Casaya, Soraya"
1914,Earthquake,Ground movement,,Peru,"Pararca, Paysa, Colta, Oyala"
1939,Earthquake,Ground movement,,Peru,Pomacanchi
1940,Earthquake,Ground movement,,Peru,Callao
1942,Earthquake,Ground movement,,Peru,"Ica, Nazca"
1943,Earthquake,Ground movement,,Peru,"Yanaoca, Pampamarca"
1946,Earthquake,Ground movement,,Peru,"Ancash, Quiches, Joicaibamba, Cerro Angaschaj, Cerro Sillapata"
1947,Earthquake,Ground movement,,Peru,"Satipo, Andamarca, Acpbamba, La Merced, Victoc"
1950,Earthquake,Ground movement,,Peru,Cusco
1953,Earthquake,Ground movement,,Peru,Tumbes
1958,Earthquake,Ground movement,,Peru,Arequipa
1960,Earthquake,Ground movement,,Peru,"Arequipa, Chuquibamban Caravelli, Cotahuasi"
1966,Earthquake,Ground movement,,Peru,"Lima, Huacho, Kuaura, Chancay, Supe, San Nicolas"
1968,Earthquake,Ground movement,,Peru,"Moyobamba, Sans Martin, Yantalo, Rioja, Lamas"
1969,Earthquake,Ground movement,,Peru,"Huancayo, Pariach"
1970,Earthquake,Ground movement,,Peru,"Chimbote, Pisco, Chiclayo"
1970,Earthquake,Ground movement,,Peru,"Piura,Tumbes"
1970,Earthquake,Ground movement,,Peru,"Panao, Chaclla, Quero, Ayllamarca, La Linda"
1972,Earthquake,Ground movement,,Peru,"Juanjui, Tarapoto"
1974,Earthquake,Ground movement,,Peru,"Lima area, Calleo"
1979,Earthquake,Ground movement,,Peru,Arequipa
1980,Earthquake,Ground movement,,Peru,Ayacucho
1981,Earthquake,Ground movement,,Peru,"Ayacucho, Huancavelica"
1981,Earthquake,Ground movement,,Peru,Ayacucho area
1982,Earthquake,Ground movement,,Peru,"Lima, Lunahuana, Huancayo"
