Year,Type,Subtype,Name,Country,Location
1983,Earthquake,Ground movement,,Peru,Chimbote
1985,Earthquake,Ground movement,,Peru,Chimbote area
1986,Earthquake,Ground movement,,Peru,"Chimbote, Pucallpa (Cuzco)"
1986,Earthquake,Ground movement,,Peru,Huarmey area
1990,Earthquake,Ground movement,,Peru,Moyoyamba (San Martin) Amazon
1991,Earthquake,Ground movement,,Peru,Maca Arequipa region
1991,Earthquake,Ground movement,,Peru,"Nueva Cajamarea (Near Mayobamba, Rioja, Union)"
1993,Earthquake,Ground movement,,Peru,Lima region
1996,Earthquake,Ground movement,,Peru,"Ica, Palpa, Nazca, Caraveli, Lucanas, Huancavelica provinces"
1999,Earthquake,Ground movement,,Peru,Arequipa Area
1999,Earthquake,Ground movement,,Peru,"Quispillacta, Chuschi area (Ayacucho Department)"
2001,Earthquake,Ground movement,,Peru,"Pucuncho city (Cayarani municipality, Condesuyos district, Arequipa province) ; Chuquibamba municipality (Condesuyos district, Arequipa province)"
2001,Earthquake,Ground movement,,Peru,Antambaba district (Apurcmac province)
2005,Earthquake,Ground movement,,Peru,"Arequipa district (Arequipa province), Ilo, General Sanchez Cerro, Mariscal Nieto districts (Moquega province), Candarave, Jorge Basadre, Tacna, Tarata districts (Tacna province) ; Punta de Bombon (Islay district, Arequipa province)"
2005,Earthquake,Ground movement,,Peru,"Moyobamba, Lamas districts (San Martin province)"
2007,Earthquake,Ground movement,,Peru,"Pisco, Ica, Chincha districts (Ica province), Canete, Lima districts (Lima province) ; Paracas city (Pisco district, Ica province), San Vicente de Canete city (Canete district, Lima province)"
2011,Earthquake,Ground movement,,Peru,"Ica municipality (Ica district, Ica province), San Vicente de Canete municipality (Cañete district, Lima province)"
2012,Earthquake,Ground movement,,Peru,"Ica, Chincha, Pisco districts (Ica province), Canete district (Lima province)"
2013,Earthquake,Ground movement,,Peru,"Arequipa, Ayacucho, Ica provinces"
2014,Earthquake,Ground movement,,Peru,"Misca (Paruro district, Cusco province)"
2016,Earthquake,Ground movement,,Peru,"Yanque, Achoma (Arequipa region); Chivay, Achoma, Ichupampa, Cabanoconde, Yanque, Coporaque, Maca, Madrigal, Tapay, Lari, Tuti, Callalli (Caylloma province)"
2016,Earthquake,Ground movement,,Peru,"Lampa, Paratia cities (Lampa district, Puno province)"
2018,Earthquake,Ground movement,,Peru,"Yauca, Quicaca, Acari, Jaqui, Lomas districts (Caraveli Province), Rio Grande district (Condesuyos province) (Arequipa department), Sancos district, Lucanas, Pullo district, Parinacochas, Paucar del Sara Sara provinces (Ayacucho department), Nazca district (Nazca province-Ica department)"
2019,Earthquake,Ground movement,,Peru,"Libertad, Loreto, Cajamarca, San Martín departments"
2021,Earthquake,Ground movement,,Peru,Piura region
1996,Earthquake,Tsunami,,Peru,Pacific Coast
2001,Earthquake,Tsunami,,Peru,"Arequipa, Moquegua, Tacna, Ayacucho provinces"
1974,Earthquake,,,Peru,"Lima, Vauyos"
1918,Earthquake,Ground movement,,Philippines (the),"Mindanao, South Cotabato"
1925,Earthquake,Ground movement,,Philippines (the),W. Luzo Isl.
1937,Earthquake,Ground movement,,Philippines (the),Luzon
1948,Earthquake,Ground movement,,Philippines (the),"Panay, Iloilo city, Antique"
1954,Earthquake,Ground movement,,Philippines (the),"Luzon, Sorsogon, Bacon, Legaspi"
1955,Earthquake,Ground movement,,Philippines (the),"Mindanao, Lanao, Ozamis city"
1968,Earthquake,Ground movement,,Philippines (the),"Luzon Is., Manila"
1970,Earthquake,Ground movement,,Philippines (the),Luzon
1973,Earthquake,Ground movement,,Philippines (the),"Luzon, Tablas Is., Quezon city, Calaug, Lopez, Guiayangan"
1976,Earthquake,Ground movement,,Philippines (the),"Gulf of Moro, Sulu (Mindanao)"
1977,Earthquake,Ground movement,,Philippines (the),Cagayan (N.E. Luzon)
1983,Earthquake,Ground movement,,Philippines (the),Ilocos Norte
1985,Earthquake,Ground movement,,Philippines (the),Mindanao
1990,Earthquake,Ground movement,,Philippines (the),"Cabanatuan, Baguio, Dagupon (Luzon Isl.)"
1990,Earthquake,Ground movement,,Philippines (the),"Bohol, Cebu, Cagayan De Oro, Camiguin, Cotabato, Mindanao"
1990,Earthquake,Ground movement,,Philippines (the),Cualasi area (Near Panay Isl.)
1994,Earthquake,Ground movement,,Philippines (the),"Mindoro, Luzon"
1994,Earthquake,Ground movement,,Philippines (the),Oro area (Mindanao)
1995,Earthquake,Ground movement,,Philippines (the),near Dolores (Samar Isl.)
1999,Earthquake,Ground movement,,Philippines (the),Luzon (Manila Region)
2002,Earthquake,Ground movement,,Philippines (the),"General Santos city (South Cotabato district, Region XII (Soccsksargen) province), Kiamba area (Saranggani district, Region XII (Soccsksargen) province)"
2009,Earthquake,Ground movement,,Philippines (the),"Norala, Sto. Nino areas (South Cotabato district, Region XII (Soccsksargen) province)"
2011,Earthquake,Ground movement,,Philippines (the),"Valencia area (Bukidnon district, Region X (Northern Mindanao) province)"
2012,Earthquake,Ground movement,,Philippines (the),"Tayasan area (Negros Oriental district, Region VII (Central Visayas) province)"
2012,Earthquake,Ground movement,,Philippines (the),"Valencia, Maramag areas (Bukidnon district, Region X (Northern Mindanao) province)"
2012,Earthquake,Ground movement,,Philippines (the),"Guian town (Eastern Samar district, Region VIII (Eastern Visayas) province)"
2013,Earthquake,Ground movement,,Philippines (the),"Catigbian village (Bohol district, Region VII (Central Visayas) province), Cebu, Siquijor, Negros Oriental districts (Region VII (Central Visayas) province), Negros Occidental, Iloilo, Guimaras districts (Region VI (Western Visayas) province)"
2016,Earthquake,Ground movement,,Philippines (the),Surigao city
2017,Earthquake,Ground movement,,Philippines (the),"Verde Island Passage (Tingloy, Maricaban Island). Batangas and Laguna provinces"
2017,Earthquake,Ground movement,,Philippines (the),Surigao Del Norte district (Region XIII (Caraga) province)
2017,Earthquake,Ground movement,,Philippines (the),"Kananga (Leyte Isl), Ormoc City, Carigara"
2019,Earthquake,Ground movement,,Philippines (the),Castillejos (Zambales)
2019,Earthquake,Ground movement,,Philippines (the),"Cantilan, Carmen, Carrascal, Lanuza, Madrid (Surigao del Sur)"
2019,Earthquake,Ground movement,,Philippines (the),Itbayat Island (Batanes Province)
2019,Earthquake,Ground movement,,Philippines (the),North Cotabato Province (Mindanao Island)
2019,Earthquake,Ground movement,,Philippines (the),Davao del Sur and South Cotabato provinces; North Cotabato Province (Mindanao Island)
2019,Earthquake,Ground movement,,Philippines (the),Cotabato Province
2019,Earthquake,Ground movement,,Philippines (the),"Davao del Sur Province (Davao Region, Mindanao Island)"
2020,Earthquake,Ground movement,,Philippines (the),Bicol Region
1960,Earthquake,Tsunami,,Philippines (the),Nationwide
1982,Earthquake,Ground movement,,Poland,Bytom
1909,Earthquake,Ground movement,,Portugal,"Ribatejo, Benavente"
1969,Earthquake,Ground movement,,Portugal,
1918,Earthquake,Ground movement,,Puerto Rico,Mona Passage
2020,Earthquake,Ground movement,,Puerto Rico,"Ponce, Peñuelas, Guayanilla provinces"
2020,Earthquake,Ground movement,,Puerto Rico,"Ponce City, San Juan, Yauco, Guayanilla, Lajas, Guanica"
1908,Earthquake,Ground movement,,Romania,
1913,Earthquake,Ground movement,,Romania,Tirnovo
1928,Earthquake,Ground movement,,Romania,
1934,Earthquake,Ground movement,,Romania,
1940,Earthquake,Ground movement,,Romania,Bucharest
1945,Earthquake,Ground movement,,Romania,
1945,Earthquake,Ground movement,,Romania,
1977,Earthquake,Ground movement,,Romania,Bucharest
1990,Earthquake,Ground movement,,Romania,Bucharest-Braila-Brasov Area
1991,Earthquake,Ground movement,,Romania,Orosova area
1991,Earthquake,Ground movement,,Romania,Vouteg (Timis province)
1994,Earthquake,Ground movement,,Russian Federation (the),"Iturup, Kunashir, Shikotan, Kuril Isl."
1995,Earthquake,Ground movement,,Russian Federation (the),Neftegorsk (Sakhalin Island)
1999,Earthquake,Ground movement,,Russian Federation (the),"Makhachkala (Dagestan, Causacus)"
1999,Earthquake,Ground movement,,Russian Federation (the),Kizilyurt area (Dagestan)
2000,Earthquake,Ground movement,,Russian Federation (the),Ougklegorsk region (Sakhalinskaya Oblast Province)
2003,Earthquake,Ground movement,,Russian Federation (the),"Kosh-Agachsky, Ust'-Ulagan, Ongudai, Shebalino towns (Altay Republic Province)"
2004,Earthquake,Ground movement,,Russian Federation (the),Tatarsky Bay (Sakhalin Isl.) (Sakhalinskaya Oblast Province)
2006,Earthquake,Ground movement,,Russian Federation (the),"Apuka, Khailino and Vyvenka villages, Korf-Tilichiki area (Koryakskiy Okrug province)"
2007,Earthquake,Ground movement,,Russian Federation (the),"Yuzhno-Sakhalinsk, Nevelsk towns (Sakhalinskaya Oblast Province)"
2008,Earthquake,Ground movement,,Russian Federation (the),Chechnya Rep. Province
2002,Earthquake,Ground movement,,Rwanda,"Gisenyi city (Rubavu district, West/Iburengerazuba province)"
2008,Earthquake,Ground movement,,Rwanda,"Cyangugu, Nyamasheke villages (Rusizi district, West/Iburengerazuba province)"
2007,Earthquake,Ground movement,,Saint Lucia,"Cap Estate, Gros Islet areas (Region Number 1 province), Castries and Soufriere area (Region Number 6 province), Choc village (Region Number 8 province)"
2009,Earthquake,Tsunami,,Samoa,Administrative unit not available province
2010,Earthquake,Ground movement,,Serbia,Kraljevo town (Raski Province)
2002,Earthquake,Ground movement,,Serbia Montenegro,Gnjilane town (Kosovsko-pomoravski Province) (Serbia)
2004,Earthquake,Tsunami,,Seychelles,"Anse Aux Pins, Anse Boileau, Anse Etoile, Anse Royale, Au Cap, Baie Lazare, Beau Vallon, Bel Air, Belombre, Cascade, English River, Glacis, Grande Anse Mahe, La Digue, Les Mamelles, Mont Buxton, Mont Fleuri, Plaisance, Pointe Larue, Port Glaud, Praslin, Roche Caiman, St Louis, Takamaka provinces"
1998,Earthquake,Ground movement,,Slovenia,"Bovec, Trenta, Kobarid, Tolmin, Bojinj, Jesenice"
2004,Earthquake,Ground movement,,Slovenia,"Kobarid, Bovec districts (Goriska Province)"
1977,Earthquake,Ground movement,,Solomon Islands,"Guadalcanal, Honiara"
1977,Earthquake,Ground movement,,Solomon Islands,
1988,Earthquake,Ground movement,,Solomon Islands,Southwestern coast San Cristobal
2010,Earthquake,Ground movement,,Solomon Islands,Administrative unit not available
2016,Earthquake,Ground movement,,Solomon Islands,"Malaita, Makira-Ulawa, Temotu provinces"
1931,Earthquake,Tsunami,,Solomon Islands,San Cristobal isl.
1975,Earthquake,Tsunami,,Solomon Islands,Torkina
2007,Earthquake,Tsunami,,Solomon Islands,Administrative unit not available
2013,Earthquake,Tsunami,,Solomon Islands,Santa Cruz islands (Temotu (Adminitrative unit not available) province)
2004,Earthquake,Tsunami,,Somalia,"Hafun village (Iskushuban district, Bari province), Garacad village (Jariiban district, Mudug province), Eyl district (Nugaal province), Marka, Baraawe districts (Shabelle Hoose province)"
1969,Earthquake,Ground movement,,South Africa,Cape province
1990,Earthquake,Ground movement,,South Africa,Carletonville
1997,Earthquake,Ground movement,,South Africa,Near Stilfontein
2005,Earthquake,Ground movement,,South Africa,"Klerksdorp, Stilfontein villages (Dr Kenneth Kaunda District Municipality district, North West province)"
2014,Earthquake,Ground movement,,South Africa,"Orkney city (Dr Kenneth Kaunda District Municipality district, North West province)"
1902,Earthquake,Ground movement,,Soviet Union,"Andishan,Tashkent (Uzbekistan)"
1946,Earthquake,Ground movement,,Soviet Union,Turkmenistan
1948,Earthquake,Ground movement,,Soviet Union,Ashkabat (Turkmenistan)
1949,Earthquake,Ground movement,,Soviet Union,Tadzhik (Tajikistan)
1966,Earthquake,Ground movement,,Soviet Union,Tashkent (Uzbekistan)
1976,Earthquake,Ground movement,,Soviet Union,"Gazli, Bukhara (Uzbekistan)"
1983,Earthquake,Ground movement,,Soviet Union,Kum-Dag (Turkmenistan)
1984,Earthquake,Ground movement,,Soviet Union,"Gazli, Boukhara (Uzbekistan)"
1985,Earthquake,Ground movement,,Soviet Union,"Dushanbe, Kurgan-Tyube areas"
1985,Earthquake,Ground movement,,Soviet Union,"KAPTOLYUK, KAYRAKKUM, GAFUROV (TAJIKISTAN)"
1986,Earthquake,Ground movement,,Soviet Union,Moldavia
1986,Earthquake,Ground movement,,Soviet Union,Akhalkalaki area (Georgia)
1988,Earthquake,Ground movement,,Soviet Union,"Leninakan, Kirovakan, Spitak cities (Armenia)"
1989,Earthquake,Ground movement,,Soviet Union,"Sharora, Okulibolo, Okulipoyen, Gissar villages (Tajikistan)"
1990,Earthquake,Ground movement,,Soviet Union,Moldavia
1990,Earthquake,Ground movement,,Soviet Union,Kazakh-Xinjiang Border (Kazakhstan)
1990,Earthquake,Ground movement,,Soviet Union,Kazakh-Xinjiang border region (Akkol area) (Kazakhstan)
1990,Earthquake,Ground movement,,Soviet Union,Uzgen area (Kirgizia) (Kyrgystan)
1991,Earthquake,Ground movement,,Soviet Union,"Kutaisi, Dahava, Kraisi, Oni, Ambrolauri, Sachkhere, Chiatura (Georgia)"
1991,Earthquake,Ground movement,,Soviet Union,Khorog area (Tajikistan)
1991,Earthquake,Ground movement,,Soviet Union,Kamchatka Peninsula (Siberia) (Russia)
1991,Earthquake,Ground movement,,Soviet Union,Kabodyen district (Tajikistan) 
1952,Earthquake,Tsunami,,Soviet Union,"Kamchatka Peninsula, Kuril Isl. (Russian Federation)"
1956,Earthquake,Ground movement,,Spain,Grenade (Andalousia)
1999,Earthquake,Ground movement,,Spain,"Mula, Puebla de Mula"
2011,Earthquake,Ground movement,,Spain,"Lorca municipality (Murcia district, Region de Murcia)"
2004,Earthquake,Tsunami,,Sri Lanka,"Jaffna, Kilinochchi, Mullativu, Trincomalee, Batticaloa, Ampara, Hambantota, Matara, Galle, Kalutara, Colombo, Gampaha, Puttalam, Vavuniya districts"
1990,Earthquake,Ground movement,,Sudan (the),"Juba, Mayo Area"
1993,Earthquake,Ground movement,,Sudan (the),Khartoum
1904,Earthquake,Ground movement,,Taiwan (Province of China),Jiayi
1904,Earthquake,Ground movement,,Taiwan (Province of China),Jiayi
1906,Earthquake,Ground movement,,Taiwan (Province of China),"Kagi, Toroku"
1906,Earthquake,Ground movement,,Taiwan (Province of China),Jiayi
1909,Earthquake,Ground movement,,Taiwan (Province of China),Tapei
1910,Earthquake,Ground movement,,Taiwan (Province of China),
1916,Earthquake,Ground movement,,Taiwan (Province of China),
1916,Earthquake,Ground movement,,Taiwan (Province of China),
1917,Earthquake,Ground movement,,Taiwan (Province of China),Puli
1922,Earthquake,Ground movement,,Taiwan (Province of China),
1930,Earthquake,Ground movement,,Taiwan (Province of China),Tainan
1930,Earthquake,Ground movement,,Taiwan (Province of China),Tainan
1935,Earthquake,Ground movement,,Taiwan (Province of China),"Taihoku, Taichu,n Mialoi"
1935,Earthquake,Ground movement,,Taiwan (Province of China),Xiinzhu
1936,Earthquake,Ground movement,,Taiwan (Province of China),
1941,Earthquake,Ground movement,,Taiwan (Province of China),
1946,Earthquake,Ground movement,,Taiwan (Province of China),
1951,Earthquake,Ground movement,,Taiwan (Province of China),
1951,Earthquake,Ground movement,,Taiwan (Province of China),
1959,Earthquake,Ground movement,,Taiwan (Province of China),
1963,Earthquake,Ground movement,,Taiwan (Province of China),"Taipei, Hsinch"
1964,Earthquake,Ground movement,,Taiwan (Province of China),Tainan
1986,Earthquake,Ground movement,,Taiwan (Province of China),Taipai
1999,Earthquake,Ground movement,,Taiwan (Province of China),"Nantou, Taichung County"
1999,Earthquake,Ground movement,,Taiwan (Province of China),Chiayi City (municipality) - Jiayi Province
2002,Earthquake,Ground movement,,Taiwan (Province of China),"Hualien area (Name Unknown district, Taiwan Sheng province)"
2006,Earthquake,Ground movement,,Taiwan (Province of China),"Pingtung city (Name Unknown district, Taiwan Sheng province)"
2010,Earthquake,Ground movement,,Taiwan (Province of China),Taiwan Sheng province
2013,Earthquake,Ground movement,,Taiwan (Province of China),Taiwan Sheng province
2013,Earthquake,Ground movement,,Taiwan (Province of China),"Puli city (Name Unknown district, Taiwan Sheng province)"
2016,Earthquake,Ground movement,,Taiwan (Province of China),"Tainan city (Name Unkown district, Taiwan Sheng province)"
2018,Earthquake,Ground movement,,Taiwan (Province of China),Hualian
1911,Earthquake,Ground movement,,Tajikistan,"Usoy, Barchidiv, Posor, Nisur"
1930,Earthquake,Ground movement,,Tajikistan,Dushanbe
2000,Earthquake,Ground movement,,Tajikistan,"Khasanov village (Parharskiy district, Khatlon province)"
2002,Earthquake,Ground movement,,Tajikistan,"Taghi Akbar, Talkhan Chashma, Passimokhroukho areas (Rogunsky district, Tadzhikistan Territories province)"
2002,Earthquake,Ground movement,,Tajikistan,Badakhshoni Kuni province
2004,Earthquake,Ground movement,,Tajikistan,"Karabuin village (Penjikenskiy district,Sogd province)"
2006,Earthquake,Ground movement,,Tajikistan,"Kumsangir village (Kolhosobadskiy districts, Khatlon province), Panj Jamoat village (Piynjskiy districts, Khatlon province)"
2007,Earthquake,Ground movement,,Tajikistan,"Oshoba, Oilmo areas (Ashtskiy district, Sogd province)"
2010,Earthquake,Ground movement,,Tajikistan,"Uskrogh, Rogh, Payshanbeobod, Gishkhun, Dashtirogh, Rokharv, Punichuguni Jamak villages (Vanchskiy district, Badakhshoni province)"
2011,Earthquake,Ground movement,,Tajikistan,"Khujand, Chkalovsk areas (Hojenskiy district, Sogd province), Garmskiy district (Tadzhikistan Territories province)"
2012,Earthquake,Ground movement,,Tajikistan,"Darbanskiy, Garmskiy, Tavildara districts (Tadzhikistan Territories province)"
2015,Earthquake,Ground movement,,Tajikistan,"Murgabskiy, Rushanskiy, Shugnanskiy, Vanchskiy, Kalay-Humbskiy districts (Badakhshoni Kuni province)"
2016,Earthquake,Ground movement,,Tajikistan,"Rasht region (Garmskiy district, Tadzhikistan Territories province)"
2021,Earthquake,Ground movement,,Tajikistan,Tadjikobod district (Douchanbé region)
1964,Earthquake,Ground movement,,"Tanzania, United Republic of",Northern
2000,Earthquake,Ground movement,,"Tanzania, United Republic of","Isale, Kipili, Kirando, Namanyere, Wampelembe, Kate areas (Nkasi district, Rukwa province)"
2001,Earthquake,Ground movement,,"Tanzania, United Republic of",Rungwe district (Mbeya province)
2002,Earthquake,Ground movement,,"Tanzania, United Republic of",Bunda district (Mara province)
2005,Earthquake,Ground movement,,"Tanzania, United Republic of",Kigoma province
2016,Earthquake,Ground movement,,"Tanzania, United Republic of","Bukoba, Karagwe, Missenyi district (Kagera province) "
2004,Earthquake,Tsunami,,"Tanzania, United Republic of",Dar-es-salaam
1995,Earthquake,Ground movement,,Thailand,ChiangRai
2011,Earthquake,Ground movement,,Thailand,"Chiang Rai, Chiang Mai, Lampang, Lamphun, Mae Hong Son, Phayao, Phrae, Nan provinces"
2014,Earthquake,Ground movement,,Thailand,"Chiang Rai, Chiang Mai, Lampang, Lamphun, Mae Hong Son, Phayao, Phrae, Nan provinces"
2004,Earthquake,Tsunami,,Thailand,"Krabi, Phangnga, Phuket, Ranong, Satun, Trang provinces"
2015,Earthquake,Ground movement,,Timor-Leste,Dili province
1977,Earthquake,Ground movement,,Tonga,Tongatapu
2009,Earthquake,Tsunami,,Tonga,Niuatoputapu island (Administrative unit not available province)
1997,Earthquake,Ground movement,,Trinidad and Tobago,Near Trinidad
1957,Earthquake,Ground movement,,Tunisia,"Sidi Abid, Sidi Touil, Cailloux"
1900,Earthquake,Ground movement,,Turkey,"KARS,KARAKURT,KAGIZMAN,DIGOR"
1903,Earthquake,Ground movement,,Turkey,Malazgirt
1903,Earthquake,Ground movement,,Turkey,
1903,Earthquake,Ground movement,,Turkey,"VARGINIS,CARDAHLI,MEHKEREK"
1912,Earthquake,Ground movement,,Turkey,"Murefte Sarkoy, marmara sea"
1914,Earthquake,Ground movement,,Turkey,"Burdur, Kilinc, Keciborlu, Isparta"
1924,Earthquake,Ground movement,,Turkey,Erzurum
1924,Earthquake,Ground movement,,Turkey,Erzurum
1925,Earthquake,Ground movement,,Turkey,Ardahan
1925,Earthquake,Ground movement,,Turkey,Dinar
1928,Earthquake,Ground movement,,Turkey,Torbah-Izmir
1934,Earthquake,Ground movement,,Turkey,Diyarbakir (Kurdistan)
1934,Earthquake,Ground movement,,Turkey,Diyarbakir (Kurdistan)
1935,Earthquake,Ground movement,,Turkey,Kigi
1938,Earthquake,Ground movement,,Turkey,Kirsehir
1939,Earthquake,Ground movement,,Turkey,Erzincan (Anatolia)
1939,Earthquake,Ground movement,,Turkey,"Erzican, Tercan region"
1939,Earthquake,Ground movement,,Turkey,Dikili
1940,Earthquake,Ground movement,,Turkey,"Develi-Erciyes, Kayseri"
1940,Earthquake,Ground movement,,Turkey,Cis
1941,Earthquake,Ground movement,,Turkey,"Van, Ercis"
1941,Earthquake,Ground movement,,Turkey,Erzincan
1942,Earthquake,Ground movement,,Turkey,"Niksar, Erbaa"
1942,Earthquake,Ground movement,,Turkey,
1942,Earthquake,Ground movement,,Turkey,"Kastomonu, Kargi"
1943,Earthquake,Ground movement,,Turkey,"Ladik, Samsun, Havza"
1943,Earthquake,Ground movement,,Turkey,Hendek
1943,Earthquake,Ground movement,,Turkey,"Hundek, Adapazari"
1943,Earthquake,Ground movement,,Turkey,Anatolia
1944,Earthquake,Ground movement,,Turkey,Gerede (West Anatolia)
1944,Earthquake,Ground movement,,Turkey,Ayvalik Edremit
1944,Earthquake,Ground movement,,Turkey,Usak
1945,Earthquake,Ground movement,,Turkey,"Aelana, Veyhan, Adana"
1945,Earthquake,Ground movement,,Turkey,"Van, Bolgesi"
1946,Earthquake,Ground movement,,Turkey,"Varto-Hinis, Ustukran (Eastern Turkey)"
1946,Earthquake,Ground movement,,Turkey,"IIgin, Konya"
1949,Earthquake,Ground movement,,Turkey,Karliova (Anatolia)
1950,Earthquake,Ground movement,,Turkey,
1951,Earthquake,Ground movement,,Turkey,Kursunlu-Ilgaz
1952,Earthquake,Ground movement,,Turkey,"Adana-Misis, Ceyhan"
1952,Earthquake,Ground movement,,Turkey,Hasankale (Erzurum province)
1952,Earthquake,Ground movement,,Turkey,"Pasinler (Hasankale), Erzican"
1953,Earthquake,Ground movement,,Turkey,"Canakkale, Balikesir, Yenice, Onon"
1953,Earthquake,Ground movement,,Turkey,Edirne
1957,Earthquake,Ground movement,,Turkey,Abant (Bolu province)
1964,Earthquake,Ground movement,,Turkey,"Manyas, Bursa, Balikesir provinces (West)"
1966,Earthquake,Ground movement,,Turkey,Mus province
1966,Earthquake,Ground movement,,Turkey,Varto
1966,Earthquake,Ground movement,,Turkey,"Varto, Mus"
1966,Earthquake,Ground movement,,Turkey,
1967,Earthquake,Ground movement,,Turkey,"(1) West Turkey - (2) East Turkey - (3) West Turkey; Mudurnu, Adapazari"
1967,Earthquake,Ground movement,,Turkey,Tunceli
1968,Earthquake,Ground movement,,Turkey,"Bartin, Amasra, Cakraz (North Anatolia)"
1969,Earthquake,Ground movement,,Turkey,"West Alasehir, Sarigol, Kirz"
1970,Earthquake,Ground movement,,Turkey,Gediz
1970,Earthquake,Ground movement,,Turkey,"Demirci, Manisa"
1971,Earthquake,Ground movement,,Turkey,Burdur
1971,Earthquake,Ground movement,,Turkey,"Bingol, Erzincan"
1975,Earthquake,Ground movement,,Turkey,"Hazro, Hani, Kulp,Lice"
1976,Earthquake,Ground movement,,Turkey,
1976,Earthquake,Ground movement,,Turkey,Denizli
1976,Earthquake,Ground movement,,Turkey,Muradiye
1977,Earthquake,Ground movement,,Turkey,"Lice-Palu, Elazig Province"
1978,Earthquake,Ground movement,,Turkey,"Pulumur, Erzincan"
1979,Earthquake,Ground movement,,Turkey,"Dursunvey, Anatolia"
1983,Earthquake,Ground movement,,Turkey,"Khorasan, Pasinler, Narman (Erzurum province), Kars provinces"
1984,Earthquake,Ground movement,,Turkey,Olur-Senkaya area
1984,Earthquake,Ground movement,,Turkey,Erzurum-Senkaya area
1985,Earthquake,Ground movement,,Turkey,"ERZURUM, KARS, AGRI, ARTVIN"
1986,Earthquake,Ground movement,,Turkey,"Malatya, Adiyaman provinces"
1986,Earthquake,Ground movement,,Turkey,Aydin area
1992,Earthquake,Ground movement,,Turkey,Erzican province
1995,Earthquake,Ground movement,,Turkey,"Dinar, Evciler"
1996,Earthquake,Ground movement,,Turkey,Corum-Amasya
1998,Earthquake,Ground movement,,Turkey,"Adana, Ceyhan, Hatay"
1998,Earthquake,Ground movement,,Turkey,"Geyhan, Adana area"
1998,Earthquake,Ground movement,,Turkey,Kayseri
1999,Earthquake,Ground movement,,Turkey,"Duzce, Bolu, Kaynasli"
1999,Earthquake,Ground movement,,Turkey,"Izmit, Kocaeli, Yalova, Golcuk, Zonguldak, Sakarya, Tekirdag, Istanbul, Bursa, Eskisehir, Bolu"
1999,Earthquake,Ground movement,,Turkey,"Kocaeli, Bursa, Istanbul, Sakarya, Yalova Provinces"
1999,Earthquake,Ground movement,,Turkey,Marmaris
1999,Earthquake,Ground movement,,Turkey,Izmit
1999,Earthquake,Ground movement,,Turkey,Sakarya Province
2000,Earthquake,Ground movement,,Turkey,Poturge district (Malatya province)
2000,Earthquake,Ground movement,,Turkey,"Cerkes, Orta districts (Cankiri province), Cubuk district (Ankara province)"
2001,Earthquake,Ground movement,,Turkey,Osmaniye province
2001,Earthquake,Ground movement,,Turkey,Erzurum province
2002,Earthquake,Ground movement,,Turkey,Bolvadin district (Afyon province)
2003,Earthquake,Ground movement,,Turkey,Pulumur district (Tunceli province)
2003,Earthquake,Ground movement,,Turkey,"Bingol, Celtiksuyu, Sancak, Gokdere, Gozeler villages (Merkez district, Bingol province)"
2003,Earthquake,Ground movement,,Turkey,Buldan district (Denizli province)
2003,Earthquake,Ground movement,,Turkey,"Seferihisar, Konak districts (Izmir province)"
2004,Earthquake,Ground movement,,Turkey,"Askale, Ilica, Cat districts (Erzurum province) "
2004,Earthquake,Ground movement,,Turkey,"Askale, Buyukgecit, Kucukgecit, Karabiyik, Kandilli villages (Askale district, Erzurum province)"
2004,Earthquake,Ground movement,,Turkey,Dogubeyazit district (Agri province)
2005,Earthquake,Ground movement,,Turkey,"Batman city (Merkez district, Batman province), Siirt city (Merkez district, Siirt province), Adana, Van, Hakkari provinces"
2005,Earthquake,Ground movement,,Turkey,Karliova district (Bingol province)
2005,Earthquake,Ground movement,,Turkey,Karliova district (Bingol province)
2010,Earthquake,Ground movement,,Turkey,"Basyurt village (Karakocan district, Elazig province), Demirci, Kovancilar, Okcular villages (Kovancilar district, Elazig province)"
2011,Earthquake,Ground movement,,Turkey,Simav district (Kutahya province)
2011,Earthquake,Ground movement,,Turkey,"Van, Bitlis, Hakkari provinces"
2011,Earthquake,Ground movement,,Turkey,Van province
2014,Earthquake,Ground movement,,Turkey,"Tekirdag, Canakkale provinces"
2017,Earthquake,Ground movement,,Turkey,Bodrum
2019,Earthquake,Ground movement,,Turkey,Istanbul
2020,Earthquake,Ground movement,,Turkey,Sivrice District (Elazig province); Malatya Provinces)
2020,Earthquake,Ground movement,,Turkey,Van City (Baskale district)
2020,Earthquake,Ground movement,,Turkey," Karl?ova, Yedisu, Adakl? districts (Bingöl); Çat district (Erzurum)"
2020,Earthquake,Ground movement,,Turkey,"Özalp, Saray, Gürpinar Districts (Van Province) "
2020,Earthquake,Ground movement,,Turkey,"Izmir Bornova, Bayrakli and Karsiyaka"
2000,Earthquake,Ground movement,,Turkmenistan,Balkan province
1966,Earthquake,Ground movement,,Uganda,"W. Bwamba county, Kichwamba, Bondibogyo"
1988,Earthquake,Ground movement,,Uganda,"West Nile, Arura"
1990,Earthquake,Ground movement,,Uganda,Moyo area
1990,Earthquake,Ground movement,,Uganda,Juba region
1994,Earthquake,Ground movement,,Uganda,"Port Portal, Kabarole, Bund Ibugyo, Kases districts"
2016,Earthquake,Ground movement,,Uganda,"Minziro, Kanabulemu parish (Kakuuto district, Rakai province)"
