Year,Type,Subtype,Name,Country,Location
2021,Wildfire,Forest fire,Caldor fire,United States of America (the),El Dorado County (California)
1970,Wildfire,"Land fire (Brush, Bush, Pasture)",,United States of America (the),San Diego
1996,Wildfire,"Land fire (Brush, Bush, Pasture)",,United States of America (the),"Texas, Kensas, Oklahoma"
1998,Wildfire,"Land fire (Brush, Bush, Pasture)",,United States of America (the),Florida
1998,Wildfire,"Land fire (Brush, Bush, Pasture)",,United States of America (the),San Diego county (California)
1998,Wildfire,"Land fire (Brush, Bush, Pasture)",,United States of America (the),California
1998,Wildfire,"Land fire (Brush, Bush, Pasture)",,United States of America (the),California
1999,Wildfire,"Land fire (Brush, Bush, Pasture)",,United States of America (the),Nebraska
2002,Wildfire,"Land fire (Brush, Bush, Pasture)",,United States of America (the),Arizona province
2006,Wildfire,"Land fire (Brush, Bush, Pasture)",,United States of America (the),"Riverside, Palm Springs cities (Riverside district, California province), San Diego district (California province)"
2006,Wildfire,"Land fire (Brush, Bush, Pasture)",,United States of America (the),Ventura district (California province)
2007,Wildfire,"Land fire (Brush, Bush, Pasture)",,United States of America (the),"Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, Ventura districts (California province)"
2009,Wildfire,"Land fire (Brush, Bush, Pasture)",,United States of America (the),Santa Barbara district (California province)
2009,Wildfire,"Land fire (Brush, Bush, Pasture)",,United States of America (the),"Los Angeles, Monterey districts (California province)"
2011,Wildfire,"Land fire (Brush, Bush, Pasture)",,United States of America (the),Texas province
2015,Wildfire,"Land fire (Brush, Bush, Pasture)",,United States of America (the),"Lake, Napa, Sonoma, Butte districts (California province)"
2015,Wildfire,"Land fire (Brush, Bush, Pasture)",Butte fire,United States of America (the),"Amador, Calaveras (California)"
2017,Wildfire,"Land fire (Brush, Bush, Pasture)","Tubbs, Atlas, Nuns Fires",United States of America (the),"Napa, Sonoma, Mendocino, Lake, Solano, Butte, Yuba, Nevada, Humboldt, Calavaras, Orange counties (California)"
2006,Wildfire,,,United States of America (the),California province
2008,Wildfire,,,United States of America (the),"Los Angeles, Orange, Riverside, Santa Barbara districts (California province)"
2012,Wildfire,,Waldo Canyon Fire,United States of America (the),"Colorado Springs city (El Paso district, Colorado province)"
2012,Wildfire,,,United States of America (the),"Cleveland, Creek, Oklahoma, Payne districts (Oklahoma province)"
2013,Wildfire,,,United States of America (the),"Yosemite valley (Mariposa district, California province)"
2013,Wildfire,,,United States of America (the),Shasta district (California province)
2015,Wildfire,,Valley Fire,United States of America (the),"California, Idaho, Montana, Oregon, Washington provinces"
2015,Wildfire,,,United States of America (the),"Lake, Napa, Solano, Yolo, Modoc, Colusa districts (California province)"
2017,Wildfire,,'Thomas',United States of America (the),"Ventura, Santa Barbara, Los Angeles, San Diego, Riverside counties (California)"
2018,Wildfire,,Woolsey Fire,United States of America (the),"Thousand Oaks, Oak Park, Westlake Village, Agoura Hills, West Hills, Simi Valley, Chatsworth, Bell Canyon, Hidden Hills, Malibu and Calabasas (California)"
2021,Wildfire,,Telegraph and Mescal Fires,United States of America (the),"Pinas and Gila counties (Arizona); Montana, Utah"
2021,Wildfire,,Bootleg Fire ,United States of America (the),"Arizona, California, Oregon"
2002,Wildfire,Forest fire,,Viet Nam,"U Minh Thuong National Park (Kien Giang province), U Minh Ha (Ca Mau province)"
1983,Wildfire,Forest fire,,Yugoslavia,"Pelijesac, Dubrovnik (Croatia)"
1985,Wildfire,Forest fire,,Yugoslavia,Korcala Isl. (Croatia)
